,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,0.23692636,1.0400555,-6.7476068,-4.220858,0.011526741,3.8346035,3.583284,-3.897992,5.540298,-2.6124334,1.0899584,5.0874147,-7.2421927,4.0167027,-5.881007,4.6965575,4.26709,-2.8785043,0.003862434,5.200585,1.8707768,-0.72892696,-1.1356341,5.575034,-8.04524,-0.70512474,5.9756436,-8.576689,-2.4839354,2.38722,2.1968539,4.454727,-1.7126963,-4.9428177,-0.018834837,-1.1481404,-4.482139,-1.2055675,2.3187802,-2.7584453,4.396332,4.104918,-7.489713,-2.8447456,-3.8570879,3.2980978,-2.5620809,2.8870003,0.8742529,-4.7008414,-7.096608,-0.6327906,3.2163262,-3.084293,3.5919762,-4.945014,4.2790217,3.991572,-4.7200203,-5.350962,-3.2750778,-5.107922,0.04268587,2.8274853
21,-2.03195,1.8200197,12.129657,3.1143973,-3.77169,-5.8677216,-4.45239,0.9708697,-2.8901272,1.7964853,-3.1770046,-5.115268,3.7466848,-1.5869508,9.692288,-3.2464225,-2.1263516,-0.8449431,-1.3933849,-2.221541,-5.8912244,-2.8750467,-5.6041856,-3.3877022,13.250027,-3.3292823,-5.929551,8.849715,4.479238,-4.959814,-6.2878823,-5.769353,-0.2291623,7.4754424,0.20801404,-0.94282496,-0.46245247,1.8950433,-3.2669735,0.5641285,-0.74690384,-2.9853354,7.876764,2.35038,11.70216,-0.86099374,3.8325956,-1.8028039,4.157133,-4.6707315,3.8860488,-10.010452,-4.7256904,4.608501,-3.4445093,8.777354,-2.2157516,-0.4422811,7.057882,5.2570357,4.316487,6.081505,-8.009757,-4.4981847
22,4.761025,1.1297339,-10.746094,1.9561076,1.7314638,6.204645,5.510822,-1.2668318,6.595574,-0.5571295,5.755058,4.289478,-7.114429,2.2467275,-11.751909,-0.34148267,6.6826086,-1.3118367,4.8789244,4.676376,7.3963165,5.105228,5.2070613,3.7646344,-13.893968,3.947615,5.04025,-11.866437,-4.503618,5.822746,7.67607,8.263187,0.7418161,-4.7894692,-2.245399,-3.4845126,-0.1200636,-4.4816365,5.819446,-1.514341,2.3279738,0.94522613,-8.726803,-5.405155,-12.385881,3.024553,-0.8433145,6.2783966,-7.1617785,-0.26647553,-1.4657257,6.968161,6.3440614,-7.187141,7.209261,-11.949445,3.7123837,-1.0941856,-10.356349,-8.143639,-5.820753,-7.3834085,5.731641,7.147229
23,-3.0356505,-3.514018,6.2881374,-4.790809,0.3503601,-2.4607813,1.8036196,-3.8472526,-1.3110212,-0.4246206,0.38266587,2.4182823,1.6061575,2.8084054,8.647419,5.29846,-0.9665912,2.279796,-4.5955753,2.1670516,-5.0674706,-5.1883893,-8.451979,4.296613,8.015491,-4.618121,2.6699648,2.5737329,4.1831174,-1.3311038,-6.331591,-4.0442915,-2.4741173,-1.6579605,-0.3102929,2.2041762,-4.00036,1.4631568,-3.787966,-3.9699855,1.499284,4.78212,-1.2682583,3.665541,11.408156,3.3115532,-3.0402968,-0.9168196,9.328589,-4.5438576,-5.5683427,-6.6024375,-4.0357513,2.3724785,-0.91021997,6.5629697,0.9734104,7.285777,4.535912,7.309756,3.7563343,2.532032,-7.0622387,-3.9402525
24,-2.5455937,1.1692142,6.036153,-1.1943799,0.41286445,-5.2353334,1.151669,0.3431476,-1.5297844,1.2064804,-2.3868504,-0.37282908,3.7289548,-0.9421174,6.7140093,2.8377256,-1.9268061,0.63458365,-3.383267,-0.100541845,-2.5881243,-2.271517,-5.90877,-1.1293544,6.861396,-0.57119936,-0.31923738,8.111066,1.4138976,-3.3278947,-5.0136304,-5.0745544,0.52851653,-0.03196284,-0.97246957,4.3181577,-1.162437,3.2557456,-3.5080576,-0.876624,-1.873182,2.4103987,0.4708112,1.4503951,6.954778,-0.6483624,0.19955151,-4.8824606,4.401455,-2.7388237,-2.4977448,-4.643485,-3.9724517,4.3688073,-2.0932968,6.177771,-1.471441,2.969602,8.889625,5.9452534,3.4921362,6.702563,-3.8893552,-4.568886
25,-3.0366247,-3.686906,6.981417,-3.3417482,0.30179763,-3.6728513,-0.7343281,-2.6417532,-1.570121,0.5288019,-1.8032489,0.8406011,1.0141441,-0.30170184,7.443285,6.0146313,-1.6377503,1.2478523,-2.7270613,1.3311968,-5.2822285,-6.1113105,-5.784949,2.4876587,7.4579854,-3.9573529,0.8721545,3.254952,4.458814,-1.7026292,-4.5068555,-4.3146567,-3.5360067,-1.1693114,-1.0208292,2.0809934,-2.3143396,1.9393653,-4.1848693,-3.074898,0.5059828,5.6775413,-0.6471334,4.5648313,8.902027,2.2833219,-1.706255,-1.7193327,5.3956614,-2.6004982,-4.574549,-5.6452913,-3.9818707,3.2189186,-1.1045098,6.3862057,-0.80496037,5.819985,6.052295,6.5527344,3.5775013,3.2602825,-5.0259295,-3.6845336
26,3.450516,0.8123942,0.32078224,-0.16805124,-4.670401,-0.5684966,-4.123817,-0.8187158,-3.466956,2.042591,-4.106613,-2.6326907,-0.15040076,-4.611811,-2.0149636,3.6148772,-3.0383265,2.2217753,-1.1979405,0.03260898,-1.5324807,-0.03545337,-2.2827559,-3.9617703,-0.16628619,-0.97290695,-3.7080328,-0.93792015,1.7661995,-4.0396066,-2.1586597,-2.1482227,-1.1188939,-0.56388503,3.0122848,2.667049,-1.262507,2.6496453,0.21832433,1.168389,-4.459229,1.4189906,2.3188207,-1.0459269,-2.0437682,0.18034497,0.28576997,-3.8224432,-1.30743,-1.3863758,-1.7527435,-0.6551309,-2.2495995,-1.8650441,-2.746015,-2.3210301,-4.227094,-2.4289775,-0.005271066,3.0818386,5.3753552,-0.0005244389,-0.33882812,-2.3360007
27,5.489599,0.25259504,-16.685312,0.8585293,2.5772188,11.4933605,4.804264,2.9688387,8.645275,-4.482149,7.138346,3.7300527,-9.200884,3.877273,-16.071953,-2.847303,8.942438,-3.0404367,9.003988,0.028865345,9.729304,9.773847,9.986492,3.1691363,-17.819302,4.6636057,6.525674,-19.302912,-7.500426,8.639555,12.1463175,11.261911,0.5991757,-7.0268703,-1.6818538,-6.755918,1.8422439,-6.7215066,4.151093,-0.9549836,1.7877913,-0.02325948,-9.578837,-7.949286,-18.15562,-2.3549194,-1.5817575,9.06523,-11.082456,3.2492826,0.9215823,11.036828,9.461378,-10.218385,8.154392,-14.501133,5.162248,-4.733971,-12.488422,-13.679773,-12.103984,-11.763332,7.110054,10.2715225
28,0.12294684,13.728406,3.0400143,13.00819,-0.90408415,-7.1304445,5.015365,3.8239045,-4.4501324,3.0921142,-1.0612385,0.5223516,7.1253233,-1.342555,4.0418196,-3.647453,4.120041,0.11915438,0.8541874,1.1930729,2.5675032,-1.1726981,-0.80437946,0.8071036,9.379307,4.9808416,-5.4486117,10.727753,-0.9772604,-3.1498046,1.3511022,-2.6360714,2.5171127,2.777049,1.5911901,0.41713265,-0.39128137,-2.186296,-1.9373472,7.3659396,2.3452504,-4.3866506,8.003877,-2.2512424,4.390752,-1.0338982,11.600847,-2.7701526,-2.9932835,-1.904384,5.9467826,-1.8481449,-0.19179103,0.3636824,-0.17993417,1.7869174,-1.2794658,-1.6269661,-1.0457455,1.6761583,-0.9639004,6.863114,-0.66248995,0.5567558
29,-3.274935,-4.0004473,6.69631,-4.1415586,0.48479956,-3.2919707,-0.12035782,-3.2859635,-1.6098965,0.14487536,-1.6679803,1.039054,1.264842,0.17463627,7.6001267,6.5313807,-1.3486804,1.2296593,-2.6058497,1.8446796,-5.678104,-6.5918827,-6.3423247,2.9701364,7.4479666,-4.6470885,1.7366505,2.67143,4.3032255,-1.4512278,-5.0488863,-4.2441163,-3.7454581,-1.656623,-0.93251216,2.3007572,-2.7853959,2.0273023,-4.502786,-3.5097835,1.0079515,6.17966,-1.4714732,4.5141125,9.6270895,2.2663717,-2.1105673,-1.4375696,6.6042857,-3.1689713,-5.2418275,-6.458383,-3.7548895,3.3438737,-0.54324317,6.4984674,-0.18448335,6.988222,5.906938,7.059995,3.5693898,3.062879,-5.447438,-3.6042206
30,-1.5766215,8.763768,5.703658,7.9062166,-3.7759156,-6.486083,0.016087301,2.2866302,-4.8779244,2.6437688,-0.04556237,-4.5087867,5.506373,-2.6031618,2.9938147,-8.631833,0.33911645,1.5723145,-3.6457295,-2.6634521,1.9305422,4.402447,-1.0030167,-4.2018194,7.7623177,6.3949604,-5.7880087,11.469363,-1.5813893,-2.4390736,0.5511819,-4.141504,6.9887786,9.126333,2.0598795,1.5314298,2.4885092,-1.1977651,3.8903058,4.324863,-1.5254601,-7.777134,10.935948,0.32832044,4.8182693,-2.8842523,6.843099,-4.6677914,0.9701829,-2.0479653,6.736527,-0.9497003,-2.4640918,3.3428097,-0.5720285,5.246501,-1.4618993,-5.244755,3.553288,1.6325908,2.0744653,4.082234,-1.7951553,-1.7379664
31,1.1937065,-3.342898,-9.722576,-10.080842,1.1205719,4.4408355,-2.133239,-3.6525948,5.173298,-5.315891,-2.4026735,5.130632,-8.285367,-0.95893806,-14.146649,16.999382,-0.56949955,-6.982844,-1.6502005,11.401666,-4.070262,-1.7245259,-1.4209428,7.457673,-19.870102,0.9127278,6.827959,-13.043647,-1.3885208,1.1530496,-0.8237994,5.150843,-6.192993,-10.5749655,-4.416996,-4.0061665,-4.208935,0.98997873,4.320463,-4.4590263,0.97867817,14.2427435,-12.099066,-7.9318933,-14.84609,6.923521,-3.1753228,-2.8434343,-4.4830947,-4.4992642,-9.397661,3.1613696,2.5146956,-5.8402786,-1.5383079,-12.677254,0.28157383,5.5410066,-5.709019,-8.12336,6.0561895,-6.6698875,4.0375924,1.4737473
32,4.3634763,-5.496844,-0.74733824,-5.5497804,0.39230162,2.1257865,-5.8621893,-0.10863347,0.21152796,0.35443088,-2.186094,-1.3353903,-2.1825247,-2.0993888,-2.495461,2.5184526,0.47292966,-1.4105074,2.1351519,1.8210967,-2.5001519,-1.1112994,-1.3564764,0.0055840276,-4.7066727,-0.89778656,1.1303355,-6.4145727,-0.39863166,-2.9633026,-1.1546389,-2.1105278,-0.72621393,-7.348223,2.9583266,-4.301751,-3.2406957,3.123051,-1.9946696,-3.8666704,-1.9350777,1.4277902,-4.327619,-0.89121884,-3.9079428,-2.336333,-1.8673725,-2.386477,0.52326775,-2.3638685,-4.6460934,0.3191317,-1.2334745,-1.4991814,1.0696071,-5.7970366,-2.46343,-2.0918176,2.7269008,-1.2541755,5.9837437,2.7578518,-0.42222196,-2.2776399
