,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
208,tensor(1.3116),tensor(2.8256),tensor(-0.8098),tensor(-1.2440),tensor(0.2992),tensor(-0.5870),tensor(0.9534),tensor(-0.2631),tensor(0.0955),tensor(-1.3810),tensor(-0.4722),tensor(-0.2441),tensor(-1.4935),tensor(1.0042),tensor(-0.3751),tensor(2.4212),tensor(-1.7559),tensor(-1.1319),tensor(-0.5557),tensor(-0.5203),tensor(-1.0822),tensor(0.8312),tensor(-0.1045),tensor(2.5362),tensor(1.3285),tensor(1.5063),tensor(-0.9131),tensor(-0.6526),tensor(1.3612),tensor(0.5160),tensor(0.9810),tensor(-0.1572),tensor(1.0719),tensor(-0.1962),tensor(0.9267),tensor(0.6383),tensor(-0.5771),tensor(0.3704),tensor(0.8548),tensor(1.5149),tensor(0.9595),tensor(-0.3974),tensor(3.1442),tensor(-0.1105),tensor(-0.8309),tensor(2.0012),tensor(0.6724),tensor(-0.1507),tensor(-0.4523),tensor(1.4159),tensor(-1.2308),tensor(-0.4664),tensor(2.4827),tensor(-0.0872),tensor(-0.4452),tensor(1.2059),tensor(-0.2418),tensor(1.8884),tensor(0.8360),tensor(-2.8443),tensor(1.4330),tensor(1.9173),tensor(-0.4716),tensor(1.0003),tensor(0.1164),tensor(-1.4399),tensor(-0.0401),tensor(0.0571),tensor(-1.2888),tensor(-0.2787),tensor(0.4663),tensor(0.1319),tensor(-0.2190),tensor(0.5186),tensor(-0.6258),tensor(1.4851),tensor(0.3516),tensor(-0.0189),tensor(0.0229),tensor(-1.5662),tensor(-0.4164),tensor(0.7780),tensor(0.9529),tensor(-0.4872),tensor(-0.4314),tensor(-0.5582),tensor(-0.9323),tensor(-0.7532),tensor(-0.5365),tensor(0.7198),tensor(1.5820),tensor(0.7679),tensor(0.5857),tensor(-0.1619),tensor(-1.2345),tensor(-0.5295),tensor(0.2417),tensor(0.4843),tensor(-1.6966),tensor(0.7406),tensor(0.1489),tensor(-0.6969),tensor(0.1538),tensor(-0.2828),tensor(-0.8612),tensor(0.2513),tensor(-0.8383),tensor(0.1864),tensor(1.0036),tensor(-0.4233),tensor(-0.6675),tensor(-0.6351),tensor(-0.7622),tensor(-0.6974),tensor(-0.4737),tensor(-0.2328),tensor(-0.8846),tensor(1.2256),tensor(0.2200),tensor(0.0404),tensor(0.8199),tensor(2.1288),tensor(1.2932),tensor(-0.4980),tensor(-0.1647),tensor(-1.0944),tensor(-1.2134),tensor(-1.4676)
209,tensor(-0.0898),tensor(2.6638),tensor(1.0487),tensor(0.0069),tensor(0.7746),tensor(-2.4860),tensor(-1.0099),tensor(-0.2384),tensor(2.9501),tensor(0.2201),tensor(-2.5929),tensor(0.7543),tensor(-0.1424),tensor(0.6238),tensor(-0.5948),tensor(0.0087),tensor(-2.4750),tensor(-1.1979),tensor(-1.4599),tensor(-0.1017),tensor(0.4515),tensor(-0.0728),tensor(0.2683),tensor(1.3112),tensor(3.3671),tensor(1.3812),tensor(-0.3347),tensor(0.5066),tensor(-2.0045),tensor(-0.6504),tensor(-1.0482),tensor(-0.3989),tensor(0.2875),tensor(-1.1593),tensor(-1.0509),tensor(-0.3227),tensor(0.7390),tensor(0.7449),tensor(0.7174),tensor(1.5768),tensor(2.4714),tensor(-1.4448),tensor(1.4154),tensor(-0.1647),tensor(-0.9788),tensor(2.8177),tensor(-1.4609),tensor(0.6756),tensor(-0.7329),tensor(2.0447),tensor(-0.1885),tensor(0.4224),tensor(0.4776),tensor(1.5764),tensor(-0.6291),tensor(0.2719),tensor(-1.6086),tensor(1.9639),tensor(-0.6090),tensor(-2.8486),tensor(0.6193),tensor(-0.5122),tensor(-0.3519),tensor(-0.9289),tensor(-0.6006),tensor(-1.9061),tensor(1.0346),tensor(2.0370),tensor(0.2251),tensor(0.3151),tensor(-0.1160),tensor(0.5842),tensor(-0.8825),tensor(0.6339),tensor(-1.4737),tensor(4.0604),tensor(0.0731),tensor(0.1229),tensor(1.0187),tensor(1.1115),tensor(-0.0659),tensor(1.1557),tensor(0.6823),tensor(0.0850),tensor(1.5114),tensor(1.1101),tensor(-1.0729),tensor(-0.8541),tensor(1.4276),tensor(1.6838),tensor(2.3605),tensor(-0.9898),tensor(-0.9212),tensor(-0.4058),tensor(-1.3884),tensor(0.0292),tensor(-1.0193),tensor(0.0595),tensor(1.0372),tensor(3.6030),tensor(-0.6480),tensor(0.0135),tensor(-0.5270),tensor(0.8547),tensor(-0.3077),tensor(-1.0750),tensor(-1.4022),tensor(-0.6404),tensor(2.7177),tensor(-1.4252),tensor(-1.2792),tensor(1.5958),tensor(-1.9653),tensor(0.4357),tensor(0.6608),tensor(-0.5935),tensor(0.4119),tensor(1.4401),tensor(1.3740),tensor(-0.9197),tensor(-0.7445),tensor(2.0781),tensor(1.7169),tensor(-1.2615),tensor(3.6179),tensor(-0.9758),tensor(-0.8225),tensor(-0.8847)
210,tensor(-1.0794),tensor(-3.1522),tensor(0.2187),tensor(0.3143),tensor(-2.5206),tensor(2.1006),tensor(2.2455),tensor(1.4130),tensor(-2.6277),tensor(-0.0993),tensor(2.8800),tensor(-1.0987),tensor(0.1273),tensor(-0.2377),tensor(1.0792),tensor(-3.2847),tensor(0.9473),tensor(0.6894),tensor(1.7909),tensor(0.9367),tensor(0.8612),tensor(0.5260),tensor(2.3657),tensor(-2.1322),tensor(-1.8082),tensor(-2.1468),tensor(2.8430),tensor(-1.2427),tensor(1.9168),tensor(-1.4503),tensor(-0.9384),tensor(0.5921),tensor(-4.3884),tensor(2.0357),tensor(0.4002),tensor(2.0243),tensor(-3.1312),tensor(2.5276),tensor(-5.8182),tensor(-3.6281),tensor(0.5891),tensor(1.5566),tensor(-3.9995),tensor(-0.8118),tensor(1.2427),tensor(-3.1752),tensor(0.4326),tensor(-0.9605),tensor(0.5533),tensor(-3.3466),tensor(2.4807),tensor(-0.2640),tensor(-2.3518),tensor(-1.8704),tensor(1.8480),tensor(0.4168),tensor(2.5539),tensor(-3.4367),tensor(-3.4432),tensor(2.1100),tensor(-1.7415),tensor(-2.0339),tensor(-0.1230),tensor(-1.5865),tensor(1.6954),tensor(2.6660),tensor(0.1009),tensor(-0.9735),tensor(1.7544),tensor(-3.1121),tensor(-0.7833),tensor(1.3225),tensor(1.8350),tensor(2.3684),tensor(0.9879),tensor(-2.7962),tensor(-1.1746),tensor(1.8176),tensor(-0.6993),tensor(0.9728),tensor(2.8622),tensor(0.0040),tensor(-2.8135),tensor(1.6140),tensor(-0.2163),tensor(-0.9760),tensor(0.8599),tensor(2.9905),tensor(0.3679),tensor(-2.9021),tensor(-3.7503),tensor(0.5816),tensor(-1.6030),tensor(-0.9320),tensor(1.3611),tensor(0.8983),tensor(1.8887),tensor(1.2115),tensor(-0.6868),tensor(0.0058),tensor(0.2278),tensor(-3.4072),tensor(-1.4055),tensor(-0.1933),tensor(-1.2924),tensor(2.7478),tensor(1.0963),tensor(4.6452),tensor(-3.5597),tensor(1.4396),tensor(1.2128),tensor(-0.3362),tensor(-0.9260),tensor(-0.7819),tensor(-2.7120),tensor(3.1685),tensor(-2.7159),tensor(-0.5939),tensor(-1.4463),tensor(-0.2109),tensor(2.9379),tensor(-4.5790),tensor(-1.0399),tensor(0.2693),tensor(-0.7785),tensor(3.0491),tensor(1.7488),tensor(2.4319)
211,tensor(1.2107),tensor(1.5553),tensor(-1.0463),tensor(0.2984),tensor(0.9526),tensor(-0.9338),tensor(-1.0539),tensor(-0.5169),tensor(0.7935),tensor(-0.2581),tensor(-0.1631),tensor(0.7571),tensor(-0.8008),tensor(0.1502),tensor(-0.0830),tensor(0.5609),tensor(-2.5637),tensor(-0.0471),tensor(0.8481),tensor(-0.4926),tensor(-0.6335),tensor(-0.2119),tensor(-2.6115),tensor(1.8997),tensor(0.4203),tensor(0.7898),tensor(-0.9576),tensor(0.1035),tensor(0.0015),tensor(0.3306),tensor(-0.0414),tensor(-1.2117),tensor(2.2909),tensor(0.4399),tensor(-0.4799),tensor(-1.7192),tensor(-0.1671),tensor(-0.0126),tensor(1.6465),tensor(0.3048),tensor(-0.4751),tensor(-1.4268),tensor(3.0618),tensor(-0.9646),tensor(-0.6306),tensor(0.7170),tensor(0.5756),tensor(-1.0529),tensor(-0.3257),tensor(0.6820),tensor(-0.5473),tensor(-0.8848),tensor(0.5749),tensor(-0.3698),tensor(-1.2952),tensor(2.1076),tensor(0.5161),tensor(2.0113),tensor(1.0401),tensor(-1.9148),tensor(1.1047),tensor(2.0337),tensor(-1.6372),tensor(1.0433),tensor(-0.4164),tensor(0.6885),tensor(0.4791),tensor(0.1478),tensor(-1.9316),tensor(1.6816),tensor(-1.4860),tensor(0.8232),tensor(0.2224),tensor(1.7505),tensor(0.0129),tensor(1.9490),tensor(0.3216),tensor(-0.3746),tensor(0.5824),tensor(-1.7960),tensor(-0.6481),tensor(1.5436),tensor(0.1399),tensor(0.2485),tensor(0.6941),tensor(-0.8021),tensor(-1.0036),tensor(-0.1819),tensor(1.4536),tensor(-0.1841),tensor(2.2138),tensor(1.7029),tensor(0.4339),tensor(-0.9237),tensor(-1.1568),tensor(-0.8623),tensor(-0.7836),tensor(0.1280),tensor(-1.5798),tensor(-0.7232),tensor(-0.5071),tensor(1.2479),tensor(0.4904),tensor(-1.3577),tensor(0.5354),tensor(0.0165),tensor(-0.7133),tensor(-1.1288),tensor(0.1595),tensor(0.2750),tensor(0.3054),tensor(-0.0578),tensor(0.2912),tensor(-0.3594),tensor(0.4827),tensor(0.1120),tensor(-0.2359),tensor(-0.2028),tensor(1.9467),tensor(-1.3800),tensor(-0.2300),tensor(1.6532),tensor(0.5839),tensor(0.0531),tensor(-0.5270),tensor(-0.2425),tensor(-1.5181),tensor(-1.4453)
212,tensor(1.7278),tensor(2.9721),tensor(2.2970),tensor(-0.9440),tensor(2.8536),tensor(1.2601),tensor(-1.2477),tensor(-0.4821),tensor(4.3874),tensor(0.8487),tensor(-3.1998),tensor(-1.9819),tensor(2.1861),tensor(-2.3765),tensor(1.1511),tensor(-2.5649),tensor(-2.5449),tensor(0.0378),tensor(-0.3124),tensor(0.2657),tensor(0.9258),tensor(-1.6327),tensor(-2.5378),tensor(0.0086),tensor(-0.8527),tensor(0.6397),tensor(-0.0448),tensor(1.5978),tensor(-3.5777),tensor(1.8899),tensor(0.2395),tensor(0.3077),tensor(2.0744),tensor(-1.3877),tensor(-0.4337),tensor(1.1333),tensor(-2.8168),tensor(-2.0698),tensor(2.2243),tensor(3.2861),tensor(-0.9472),tensor(-0.1889),tensor(-1.2051),tensor(0.0651),tensor(-2.2399),tensor(1.6539),tensor(-0.7430),tensor(0.7344),tensor(1.7632),tensor(-0.6561),tensor(-1.6724),tensor(1.3570),tensor(-1.2240),tensor(-0.8821),tensor(0.5178),tensor(-0.9168),tensor(-1.3141),tensor(2.9872),tensor(-3.5146),tensor(-0.4282),tensor(-0.8968),tensor(0.0579),tensor(-0.7067),tensor(-2.8158),tensor(-1.2262),tensor(1.1796),tensor(0.2401),tensor(0.7810),tensor(-2.5594),tensor(-2.2404),tensor(-1.6337),tensor(-1.4393),tensor(-0.5467),tensor(-2.1799),tensor(-0.8257),tensor(5.9634),tensor(1.8870),tensor(-0.6210),tensor(3.6955),tensor(-0.1399),tensor(-0.7843),tensor(-0.0120),tensor(0.2787),tensor(0.1759),tensor(-1.5872),tensor(-2.0072),tensor(-1.9360),tensor(-2.6388),tensor(4.5791),tensor(2.6635),tensor(4.2477),tensor(-0.7948),tensor(-2.3629),tensor(-3.8117),tensor(-0.6810),tensor(-2.0938),tensor(0.8266),tensor(-0.3561),tensor(-0.3981),tensor(0.1571),tensor(-0.2347),tensor(1.8494),tensor(0.2218),tensor(-0.2213),tensor(-0.2217),tensor(-2.9470),tensor(-2.8958),tensor(0.7958),tensor(3.5633),tensor(-1.4295),tensor(0.4761),tensor(0.0055),tensor(1.5657),tensor(1.1453),tensor(0.1395),tensor(-1.3793),tensor(2.4417),tensor(3.9847),tensor(0.7300),tensor(0.2548),tensor(-0.1286),tensor(2.5276),tensor(2.0629),tensor(-0.9804),tensor(1.6957),tensor(-0.7729),tensor(1.0952),tensor(-0.2512)
213,tensor(1.2126),tensor(4.4551),tensor(-1.6472),tensor(1.3660),tensor(0.4454),tensor(-1.0889),tensor(-1.3280),tensor(-1.8833),tensor(1.4603),tensor(0.4778),tensor(-2.3632),tensor(0.9106),tensor(-2.0284),tensor(-0.1706),tensor(-0.6362),tensor(3.7960),tensor(-0.6264),tensor(-2.4982),tensor(-3.1529),tensor(-2.1709),tensor(-1.9149),tensor(-0.6555),tensor(-0.6210),tensor(1.2253),tensor(0.9462),tensor(-0.1603),tensor(0.2275),tensor(1.7787),tensor(-1.2084),tensor(2.2010),tensor(1.3316),tensor(-0.7960),tensor(3.3742),tensor(-1.2459),tensor(-1.9428),tensor(-0.0444),tensor(0.8791),tensor(-1.1517),tensor(2.8043),tensor(0.3511),tensor(1.9192),tensor(-2.3196),tensor(4.8549),tensor(-1.4946),tensor(-1.4629),tensor(2.5932),tensor(0.3525),tensor(1.6295),tensor(1.9229),tensor(1.0816),tensor(-0.6276),tensor(2.0360),tensor(0.0031),tensor(1.7722),tensor(-1.5007),tensor(2.5064),tensor(0.0855),tensor(2.2895),tensor(-0.5531),tensor(-2.0758),tensor(0.5560),tensor(3.2121),tensor(0.6800),tensor(0.5090),tensor(-1.5034),tensor(-3.2730),tensor(1.2848),tensor(-0.2868),tensor(-1.7956),tensor(3.5988),tensor(-0.9663),tensor(0.7350),tensor(-3.5825),tensor(0.2383),tensor(-1.0687),tensor(1.5110),tensor(-0.2840),tensor(-0.8267),tensor(0.0024),tensor(-0.3013),tensor(-2.5350),tensor(1.8162),tensor(0.5210),tensor(3.4646),tensor(2.2813),tensor(1.6612),tensor(-2.3546),tensor(-2.7800),tensor(2.2596),tensor(1.6244),tensor(2.5891),tensor(-2.7692),tensor(1.3462),tensor(1.7793),tensor(-0.2367),tensor(1.5239),tensor(-0.4422),tensor(-0.0476),tensor(-1.3641),tensor(0.6378),tensor(-0.4276),tensor(3.5345),tensor(3.0432),tensor(-0.9607),tensor(2.3846),tensor(-0.2749),tensor(-2.2941),tensor(-2.9059),tensor(3.8195),tensor(-0.7182),tensor(-2.1680),tensor(2.6933),tensor(2.4697),tensor(1.8801),tensor(2.1654),tensor(-1.8327),tensor(2.2224),tensor(1.7071),tensor(0.9804),tensor(-1.4388),tensor(-1.0692),tensor(4.7621),tensor(2.9404),tensor(0.3223),tensor(-0.1948),tensor(-2.4519),tensor(-1.3104),tensor(-4.3682)
214,tensor(-1.9812),tensor(-2.6708),tensor(-0.9767),tensor(-1.5241),tensor(-0.4383),tensor(-0.5380),tensor(-2.0325),tensor(-0.7020),tensor(-0.8420),tensor(-0.7579),tensor(-0.8304),tensor(2.4881),tensor(2.6751),tensor(-1.2388),tensor(-0.0699),tensor(-2.7931),tensor(2.3368),tensor(0.8081),tensor(1.6062),tensor(-0.5224),tensor(0.3658),tensor(-2.6648),tensor(-0.5367),tensor(-3.3435),tensor(-3.1773),tensor(-1.8086),tensor(1.1407),tensor(1.7679),tensor(-0.1628),tensor(1.6283),tensor(1.9733),tensor(0.1041),tensor(-1.9390),tensor(-0.4306),tensor(1.0054),tensor(-0.7743),tensor(3.4848),tensor(-1.8178),tensor(-2.5040),tensor(-2.9745),tensor(-0.7333),tensor(0.2442),tensor(-4.2099),tensor(-0.4849),tensor(0.8240),tensor(-1.9317),tensor(-0.3051),tensor(3.0555),tensor(1.2234),tensor(-1.5106),tensor(0.3989),tensor(-3.3217),tensor(-2.1886),tensor(-1.8535),tensor(1.7482),tensor(-1.8263),tensor(0.5278),tensor(-3.7363),tensor(1.5431),tensor(1.5291),tensor(-2.9310),tensor(-2.6452),tensor(0.7117),tensor(1.7558),tensor(-1.2077),tensor(1.4291),tensor(1.6846),tensor(-0.5054),tensor(-1.3317),tensor(-1.3565),tensor(-1.3353),tensor(-0.9354),tensor(-1.7667),tensor(-1.4592),tensor(1.6783),tensor(-4.4657),tensor(3.3734),tensor(-0.4454),tensor(-1.4282),tensor(-0.3635),tensor(-0.5141),tensor(-1.7374),tensor(-1.3345),tensor(-1.5429),tensor(0.0419),tensor(-0.8331),tensor(-0.2839),tensor(-0.7870),tensor(-1.9114),tensor(-3.9553),tensor(-3.3769),tensor(0.4400),tensor(-1.3934),tensor(0.6014),tensor(0.2276),tensor(2.6476),tensor(2.3528),tensor(-2.0867),tensor(0.9032),tensor(0.1782),tensor(-0.7562),tensor(3.3430),tensor(-1.0027),tensor(-1.8254),tensor(2.5857),tensor(-0.0134),tensor(-1.1373),tensor(0.0693),tensor(-0.7954),tensor(0.9963),tensor(0.9482),tensor(-2.8347),tensor(2.6952),tensor(-1.6302),tensor(-0.6001),tensor(0.1934),tensor(2.1660),tensor(-2.1759),tensor(3.0308),tensor(-0.6282),tensor(-0.6473),tensor(-2.3286),tensor(-1.2804),tensor(-0.1161),tensor(-1.2352),tensor(0.2069),tensor(0.2738),tensor(3.4621)
215,tensor(-0.8005),tensor(-4.7608),tensor(0.4882),tensor(0.7224),tensor(-2.2777),tensor(2.6411),tensor(1.9791),tensor(4.2057),tensor(-1.9704),tensor(1.4900),tensor(1.9193),tensor(-0.6334),tensor(1.3556),tensor(-1.7262),tensor(-0.6291),tensor(-3.4572),tensor(2.0549),tensor(2.5509),tensor(2.5187),tensor(3.2424),tensor(3.6198),tensor(-1.7109),tensor(0.1135),tensor(-3.5824),tensor(-1.9062),tensor(-2.6105),tensor(3.5164),tensor(-2.5781),tensor(-1.0609),tensor(-1.8762),tensor(-1.0991),tensor(1.8681),tensor(-1.1506),tensor(2.8057),tensor(0.4405),tensor(-0.1846),tensor(-2.0088),tensor(1.9281),tensor(-5.8009),tensor(-1.4428),tensor(-0.4790),tensor(3.2427),tensor(-6.7373),tensor(-1.1806),tensor(3.0905),tensor(-5.3334),tensor(0.5807),tensor(1.3192),tensor(1.0719),tensor(-2.7416),tensor(1.3635),tensor(-0.8601),tensor(-4.1647),tensor(-1.4285),tensor(-0.7011),tensor(-0.3263),tensor(2.8847),tensor(-2.5777),tensor(-1.7699),tensor(4.0134),tensor(-1.1081),tensor(-4.2777),tensor(0.5545),tensor(-2.0253),tensor(-1.8471),tensor(3.1957),tensor(-0.0367),tensor(-2.0126),tensor(0.4960),tensor(-4.5553),tensor(-0.3982),tensor(1.1366),tensor(1.1413),tensor(0.5435),tensor(-0.0788),tensor(-3.5106),tensor(-1.2208),tensor(0.3734),tensor(-0.9537),tensor(1.4003),tensor(2.1397),tensor(0.0010),tensor(-4.6594),tensor(1.0618),tensor(-0.6055),tensor(-2.2213),tensor(-0.7517),tensor(2.9466),tensor(2.5127),tensor(-4.0542),tensor(-4.6974),tensor(0.7500),tensor(-0.2516),tensor(-3.2723),tensor(1.8866),tensor(-0.0020),tensor(0.0560),tensor(1.8142),tensor(-1.3810),tensor(-2.8760),tensor(1.3722),tensor(-2.6973),tensor(0.1050),tensor(-1.7587),tensor(-2.7863),tensor(2.1328),tensor(0.0646),tensor(2.2777),tensor(-3.9800),tensor(3.8416),tensor(0.0796),tensor(-1.3002),tensor(-1.8443),tensor(0.8031),tensor(-1.4878),tensor(3.6190),tensor(-3.2477),tensor(0.2074),tensor(-2.9020),tensor(-0.3092),tensor(0.2228),tensor(-5.3522),tensor(-1.9353),tensor(-1.1800),tensor(-1.0873),tensor(2.9837),tensor(3.7681),tensor(4.5313)
216,tensor(-1.7640),tensor(-2.9796),tensor(-1.2313),tensor(-1.4533),tensor(-0.4757),tensor(-2.4739),tensor(-0.5524),tensor(-0.3702),tensor(0.0209),tensor(-1.0499),tensor(-0.1569),tensor(1.3034),tensor(-1.5672),tensor(-2.2097),tensor(-1.5913),tensor(2.1260),tensor(2.7078),tensor(0.7459),tensor(-2.0716),tensor(-1.4379),tensor(2.6433),tensor(1.2874),tensor(-1.5641),tensor(-1.7592),tensor(2.7465),tensor(4.2499),tensor(-1.0731),tensor(-1.1978),tensor(1.2801),tensor(-0.7001),tensor(0.2982),tensor(-0.3321),tensor(-1.6300),tensor(0.5301),tensor(1.1340),tensor(-0.2608),tensor(2.5612),tensor(0.1174),tensor(1.0143),tensor(-0.5651),tensor(0.2664),tensor(-0.0868),tensor(-0.4198),tensor(2.6052),tensor(0.0259),tensor(2.5944),tensor(1.9638),tensor(-1.2384),tensor(-0.4377),tensor(2.6583),tensor(-0.7227),tensor(-3.6715),tensor(2.5908),tensor(2.1321),tensor(0.9721),tensor(-1.9721),tensor(-0.2477),tensor(3.6951),tensor(-0.5296),tensor(0.3009),tensor(1.3652),tensor(0.5400),tensor(-1.0527),tensor(-0.0989),tensor(-0.2008),tensor(-0.8100),tensor(0.2490),tensor(2.5336),tensor(-0.0402),tensor(-0.5992),tensor(4.0923),tensor(-0.6917),tensor(-0.4714),tensor(-1.1252),tensor(-2.9001),tensor(1.3876),tensor(0.6551),tensor(1.1599),tensor(-0.8137),tensor(-0.0177),tensor(-3.0081),tensor(1.3876),tensor(1.3461),tensor(-1.8922),tensor(-0.2818),tensor(1.9429),tensor(1.0357),tensor(-1.0330),tensor(-0.1114),tensor(-1.9591),tensor(0.1024),tensor(0.3371),tensor(1.1856),tensor(3.4235),tensor(-1.9537),tensor(-0.7972),tensor(-1.1636),tensor(-1.4198),tensor(1.4248),tensor(3.1649),tensor(3.6423),tensor(0.9856),tensor(-1.3642),tensor(0.3627),tensor(-0.1483),tensor(-0.1078),tensor(-0.0109),tensor(0.1435),tensor(0.7046),tensor(-1.0126),tensor(-1.5674),tensor(-2.9036),tensor(-0.8765),tensor(-3.3585),tensor(0.4137),tensor(0.7838),tensor(1.3600),tensor(1.0910),tensor(1.1046),tensor(0.4979),tensor(-4.3267),tensor(-1.0787),tensor(-0.4695),tensor(-0.4123),tensor(0.3712),tensor(0.1297),tensor(-0.7490),tensor(-0.7011)
217,tensor(1.4313),tensor(0.9025),tensor(-0.3143),tensor(-1.0056),tensor(1.6232),tensor(-0.5926),tensor(-0.5168),tensor(-1.2635),tensor(0.6524),tensor(-0.8013),tensor(-0.2910),tensor(0.8485),tensor(-0.6628),tensor(0.5032),tensor(-0.0488),tensor(2.1689),tensor(-1.8698),tensor(-1.1808),tensor(-0.9280),tensor(-1.1198),tensor(-0.6770),tensor(1.0565),tensor(-0.7046),tensor(2.6372),tensor(1.9915),tensor(1.1672),tensor(-1.2311),tensor(-0.4832),tensor(0.8550),tensor(0.4188),tensor(0.5785),tensor(-0.8812),tensor(0.4301),tensor(-0.5334),tensor(0.1264),tensor(0.2017),tensor(0.4490),tensor(-0.2993),tensor(0.8547),tensor(1.6349),tensor(0.8159),tensor(-0.5267),tensor(3.2808),tensor(0.8204),tensor(-0.5880),tensor(2.3714),tensor(0.3535),tensor(-1.7435),tensor(-0.4755),tensor(2.2029),tensor(-1.7519),tensor(-0.3749),tensor(2.1907),tensor(0.8776),tensor(-0.2025),tensor(0.2494),tensor(-0.1433),tensor(2.6573),tensor(1.4964),tensor(-2.7396),tensor(1.4166),tensor(2.1139),tensor(-0.5533),tensor(1.3778),tensor(0.4668),tensor(-1.9900),tensor(-0.4052),tensor(0.4950),tensor(0.1160),tensor(0.7891),tensor(0.9007),tensor(-0.5123),tensor(-0.6306),tensor(1.0539),tensor(-0.9301),tensor(2.2543),tensor(-0.4690),tensor(0.1007),tensor(0.0537),tensor(-0.6506),tensor(-1.1680),tensor(1.5009),tensor(1.0262),tensor(-0.7671),tensor(-0.0942),tensor(0.6495),tensor(0.4852),tensor(-1.4979),tensor(-0.0632),tensor(0.7180),tensor(1.8429),tensor(0.4274),tensor(0.9778),tensor(1.5113),tensor(-0.7558),tensor(-0.2466),tensor(0.2757),tensor(0.7144),tensor(-0.0768),tensor(0.9944),tensor(0.4548),tensor(-0.1427),tensor(-1.1918),tensor(0.1028),tensor(-0.7470),tensor(-0.7604),tensor(0.3156),tensor(-0.8513),tensor(1.1656),tensor(-0.9582),tensor(-0.5790),tensor(-0.5310),tensor(-1.4029),tensor(-1.2986),tensor(-0.2024),tensor(-0.6934),tensor(-1.3585),tensor(1.5658),tensor(0.2284),tensor(-0.4234),tensor(0.1708),tensor(1.8497),tensor(0.3515),tensor(-0.1878),tensor(-0.1553),tensor(-0.6971),tensor(-1.3044),tensor(-2.0560)
218,tensor(1.8695),tensor(1.2204),tensor(-0.3659),tensor(-0.6279),tensor(1.4503),tensor(-2.2555),tensor(-2.2956),tensor(-1.1507),tensor(2.3454),tensor(0.0218),tensor(-1.5691),tensor(0.9229),tensor(-0.0590),tensor(-0.2050),tensor(-0.7099),tensor(2.7849),tensor(0.8641),tensor(-1.1265),tensor(-1.4836),tensor(-0.8675),tensor(-1.1110),tensor(0.2176),tensor(-2.2669),tensor(0.3059),tensor(1.2474),tensor(0.9963),tensor(-1.9134),tensor(1.1122),tensor(-1.0352),tensor(0.8728),tensor(-0.0331),tensor(-0.6369),tensor(2.2386),tensor(-1.8284),tensor(0.1637),tensor(-1.7461),tensor(1.7490),tensor(-1.9379),tensor(3.9329),tensor(1.4548),tensor(-1.2787),tensor(-2.1505),tensor(2.9612),tensor(1.0199),tensor(0.0151),tensor(0.8833),tensor(0.2895),tensor(-0.3602),tensor(-0.3490),tensor(0.7176),tensor(-0.9920),tensor(-0.5333),tensor(0.5640),tensor(1.0161),tensor(-0.5552),tensor(-0.0856),tensor(-1.0114),tensor(2.2755),tensor(1.3569),tensor(-0.2129),tensor(-0.7549),tensor(2.0304),tensor(1.2403),tensor(1.3973),tensor(-0.4696),tensor(-1.6390),tensor(-0.0351),tensor(0.6235),tensor(-2.2829),tensor(4.5540),tensor(0.8175),tensor(-0.7573),tensor(-1.4509),tensor(1.0226),tensor(-0.8206),tensor(2.1167),tensor(-0.6085),tensor(-2.1864),tensor(-0.8414),tensor(-1.0782),tensor(-2.1258),tensor(-0.3461),tensor(0.2331),tensor(0.1600),tensor(1.3072),tensor(2.1341),tensor(-1.2876),tensor(-1.5675),tensor(0.5347),tensor(0.4755),tensor(1.8643),tensor(-0.7345),tensor(1.2025),tensor(1.0443),tensor(-1.2600),tensor(-0.2812),tensor(0.0336),tensor(-0.4639),tensor(1.0777),tensor(-1.0406),tensor(-0.8404),tensor(2.7411),tensor(-0.0805),tensor(-0.2879),tensor(0.6499),tensor(-1.7216),tensor(-0.3239),tensor(-2.8214),tensor(2.0612),tensor(-1.4568),tensor(-0.3540),tensor(1.9609),tensor(1.1895),tensor(-0.1961),tensor(1.9916),tensor(-3.2620),tensor(0.7471),tensor(-2.0097),tensor(1.9238),tensor(0.0212),tensor(-1.6279),tensor(1.6974),tensor(0.1128),tensor(0.0782),tensor(-1.0641),tensor(-2.9342),tensor(-1.1811),tensor(-2.2255)
