,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
73,tensor(-1.3833),tensor(-0.2036),tensor(-0.4806),tensor(0.3257),tensor(-1.2407),tensor(1.0142),tensor(1.2319),tensor(0.4192),tensor(-0.6437),tensor(0.9641),tensor(1.2699),tensor(-1.5319),tensor(0.1328),tensor(0.1483),tensor(0.6114),tensor(-1.9760),tensor(0.1212),tensor(1.1099),tensor(1.8449),tensor(1.8845),tensor(1.3116),tensor(-0.1467),tensor(1.3673),tensor(-0.4015),tensor(0.2900),tensor(-0.4677),tensor(0.4970),tensor(-0.5746),tensor(0.4731),tensor(-1.0901),tensor(-0.8406),tensor(0.8047),tensor(-1.4956),tensor(0.8883),tensor(-1.2002),tensor(1.6905),tensor(-4.2619),tensor(1.8388),tensor(-2.0361),tensor(-0.0645),tensor(0.1380),tensor(0.4025),tensor(-3.1978),tensor(-0.0118),tensor(0.6069),tensor(-0.5359),tensor(-0.2853),tensor(-0.2584),tensor(-1.4033),tensor(-2.1860),tensor(0.4945),tensor(0.2032),tensor(-0.4440),tensor(-0.1215),tensor(1.0288),tensor(0.2429),tensor(-0.3711),tensor(0.2500),tensor(-2.0498),tensor(1.8732),tensor(-0.0724),tensor(-1.2124),tensor(-0.0808),tensor(-1.7720),tensor(0.8314),tensor(0.9410),tensor(-0.6228),tensor(0.6262),tensor(1.2438),tensor(-0.6900),tensor(-0.6920),tensor(0.5829),tensor(1.7648),tensor(0.0203),tensor(0.2579),tensor(-0.5207),tensor(-1.2469),tensor(0.8874),tensor(0.2328),tensor(0.6806),tensor(1.5067),tensor(0.4614),tensor(-1.3280),tensor(-0.0392),tensor(0.0496),tensor(-0.6448),tensor(-0.1713),tensor(1.2927),tensor(0.6211),tensor(0.2385),tensor(-1.0493),tensor(1.4240),tensor(-1.4206),tensor(-0.8752),tensor(1.2105),tensor(-0.9146),tensor(0.4015),tensor(0.0990),tensor(-0.4223),tensor(1.0939),tensor(1.1416),tensor(-1.9518),tensor(-0.6331),tensor(0.1643),tensor(-0.2562),tensor(1.7206),tensor(0.6378),tensor(0.6198),tensor(-1.6552),tensor(-0.2132),tensor(0.3492),tensor(0.4163),tensor(-0.6501),tensor(0.8161),tensor(-1.0164),tensor(0.8823),tensor(-1.1870),tensor(0.2376),tensor(-2.2417),tensor(-0.6410),tensor(2.5979),tensor(-1.4930),tensor(0.4121),tensor(-0.1065),tensor(-0.0470),tensor(1.8293),tensor(1.9515),tensor(0.0532)
74,tensor(1.2198),tensor(-0.1526),tensor(-0.6333),tensor(-2.9668),tensor(4.7807),tensor(0.9710),tensor(-2.1293),tensor(2.8264),tensor(2.9669),tensor(1.9768),tensor(-3.6620),tensor(-0.3579),tensor(-0.6365),tensor(-2.5862),tensor(0.2022),tensor(-1.8979),tensor(-1.5753),tensor(0.5920),tensor(0.7180),tensor(-1.2020),tensor(0.1404),tensor(0.1029),tensor(-3.0806),tensor(-1.4134),tensor(-0.4550),tensor(1.9750),tensor(-1.8273),tensor(1.3142),tensor(-2.8887),tensor(1.6941),tensor(0.2906),tensor(-1.2308),tensor(-0.3824),tensor(0.4704),tensor(-1.7813),tensor(1.9656),tensor(4.7763),tensor(-2.0373),tensor(2.2505),tensor(1.5657),tensor(0.0207),tensor(2.4802),tensor(-0.8273),tensor(2.0677),tensor(-0.4824),tensor(2.8838),tensor(-1.0615),tensor(-1.5528),tensor(1.1816),tensor(0.6685),tensor(-2.0343),tensor(-0.3370),tensor(1.8238),tensor(-1.7163),tensor(0.2759),tensor(-2.0764),tensor(2.3092),tensor(-0.8922),tensor(0.2554),tensor(-3.1514),tensor(-2.3351),tensor(-0.5207),tensor(-1.2814),tensor(-1.1044),tensor(-2.6675),tensor(-0.3629),tensor(-2.6467),tensor(1.4733),tensor(-0.5832),tensor(-3.2315),tensor(-0.3900),tensor(-1.4010),tensor(-3.8635),tensor(-1.6579),tensor(0.0699),tensor(3.8390),tensor(3.9405),tensor(-1.4022),tensor(3.8704),tensor(2.8717),tensor(-1.6456),tensor(-0.1388),tensor(-0.1860),tensor(-0.9128),tensor(-1.4043),tensor(-0.5594),tensor(1.0272),tensor(-2.5832),tensor(2.3304),tensor(-2.0639),tensor(2.0875),tensor(-2.3850),tensor(-0.5378),tensor(-1.0101),tensor(-2.5191),tensor(-0.3709),tensor(0.4909),tensor(-0.9585),tensor(2.4709),tensor(0.5864),tensor(-2.2062),tensor(2.5588),tensor(-1.5449),tensor(-2.4471),tensor(0.5863),tensor(-2.5938),tensor(-1.0297),tensor(-1.6791),tensor(4.1362),tensor(-0.9152),tensor(-0.5638),tensor(-0.3154),tensor(0.5293),tensor(-0.4199),tensor(1.3298),tensor(-0.8107),tensor(1.8942),tensor(3.1531),tensor(2.8448),tensor(0.2980),tensor(-1.2163),tensor(-0.9887),tensor(4.1443),tensor(-3.0134),tensor(2.1906),tensor(-2.2218),tensor(-2.8947),tensor(2.4867)
75,tensor(1.4724),tensor(1.9841),tensor(1.8427),tensor(1.1026),tensor(1.0788),tensor(0.4020),tensor(-1.4762),tensor(-2.9643),tensor(1.4779),tensor(-1.6877),tensor(-2.2641),tensor(-0.2492),tensor(0.2075),tensor(0.0841),tensor(0.3830),tensor(1.2321),tensor(0.9228),tensor(-1.1885),tensor(-2.8408),tensor(-1.4144),tensor(-1.7188),tensor(-1.4000),tensor(-1.1533),tensor(-1.3573),tensor(-0.1346),tensor(-0.3529),tensor(1.1131),tensor(1.7820),tensor(-0.0219),tensor(1.3344),tensor(1.4080),tensor(0.9890),tensor(1.8009),tensor(-2.6737),tensor(0.6860),tensor(-1.3820),tensor(2.5460),tensor(0.2457),tensor(-1.2738),tensor(0.8662),tensor(-0.3259),tensor(0.1623),tensor(-0.7891),tensor(1.1498),tensor(0.0993),tensor(1.1314),tensor(-0.3649),tensor(0.9589),tensor(2.1018),tensor(1.5513),tensor(0.5582),tensor(1.0846),tensor(-0.2430),tensor(1.4316),tensor(-1.9396),tensor(0.9114),tensor(-0.9413),tensor(1.2083),tensor(-1.7944),tensor(-0.3560),tensor(0.2301),tensor(1.5485),tensor(0.6725),tensor(-0.9475),tensor(-2.6830),tensor(-0.6742),tensor(1.2688),tensor(1.3343),tensor(-0.3334),tensor(-1.0400),tensor(0.2709),tensor(-1.3926),tensor(-0.3944),tensor(-0.2447),tensor(-0.5013),tensor(2.2392),tensor(-0.6737),tensor(0.4081),tensor(-0.1733),tensor(-1.3665),tensor(-1.6317),tensor(-0.8600),tensor(0.6999),tensor(-0.2871),tensor(-0.3619),tensor(-0.3551),tensor(-3.4474),tensor(-2.6516),tensor(0.4495),tensor(0.6793),tensor(-0.1760),tensor(-0.6884),tensor(1.4722),tensor(-0.0500),tensor(-0.7881),tensor(-0.4929),tensor(0.6216),tensor(0.3095),tensor(0.0379),tensor(-0.5157),tensor(-0.2538),tensor(2.1918),tensor(0.8213),tensor(-0.5505),tensor(1.3456),tensor(-0.7199),tensor(-2.2213),tensor(-0.2832),tensor(3.3105),tensor(1.2060),tensor(-0.1086),tensor(-0.5890),tensor(2.1107),tensor(1.8260),tensor(1.3985),tensor(-0.0501),tensor(2.7699),tensor(1.1051),tensor(0.3874),tensor(0.7612),tensor(-0.0776),tensor(1.8226),tensor(-1.1576),tensor(-1.3993),tensor(-0.7377),tensor(-2.5867),tensor(-1.1190),tensor(0.3625)
76,tensor(-1.3757),tensor(1.0523),tensor(1.2803),tensor(-0.1503),tensor(-0.3427),tensor(2.3239),tensor(-2.5020),tensor(0.1618),tensor(2.7273),tensor(-0.1669),tensor(-2.1411),tensor(-0.0772),tensor(1.6605),tensor(-2.5117),tensor(-0.0116),tensor(-1.8728),tensor(0.2106),tensor(1.4821),tensor(0.7745),tensor(1.5303),tensor(1.8360),tensor(-1.5895),tensor(-1.3573),tensor(-0.2364),tensor(-0.9993),tensor(0.2229),tensor(0.1097),tensor(1.6155),tensor(-2.4787),tensor(2.2275),tensor(1.6353),tensor(-0.7891),tensor(0.0195),tensor(-0.8681),tensor(-1.7287),tensor(-0.7052),tensor(-2.7989),tensor(-0.1544),tensor(0.7114),tensor(0.0055),tensor(-1.9168),tensor(-0.6545),tensor(-1.9183),tensor(-0.4592),tensor(-0.6340),tensor(0.0839),tensor(-0.5985),tensor(1.5615),tensor(1.4331),tensor(-1.9845),tensor(-0.4241),tensor(-1.1410),tensor(-1.4601),tensor(-2.0654),tensor(1.0166),tensor(1.2876),tensor(-1.4908),tensor(-0.1686),tensor(-1.9798),tensor(1.7881),tensor(-2.3226),tensor(0.7323),tensor(-0.7448),tensor(-2.3087),tensor(-0.8873),tensor(2.9179),tensor(-0.6243),tensor(0.0021),tensor(-2.6184),tensor(-1.3333),tensor(-1.6518),tensor(0.9440),tensor(0.6161),tensor(-2.1384),tensor(-0.6285),tensor(2.0112),tensor(0.9836),tensor(-1.8943),tensor(2.2283),tensor(0.7077),tensor(0.2624),tensor(0.1384),tensor(-0.1868),tensor(0.1962),tensor(-0.8205),tensor(-1.5256),tensor(-1.3860),tensor(-3.1388),tensor(3.2922),tensor(-0.5561),tensor(2.5572),tensor(2.0167),tensor(-3.9078),tensor(-3.6949),tensor(1.6598),tensor(-0.3854),tensor(0.3829),tensor(-0.6929),tensor(1.2221),tensor(-0.3630),tensor(-0.2768),tensor(2.3050),tensor(2.5483),tensor(-1.7784),tensor(1.4138),tensor(-0.5400),tensor(-0.7619),tensor(0.3269),tensor(0.8424),tensor(-0.0964),tensor(2.0050),tensor(1.2195),tensor(1.4967),tensor(-0.1745),tensor(0.7472),tensor(0.0193),tensor(3.6186),tensor(1.3125),tensor(1.7011),tensor(-0.1733),tensor(0.5782),tensor(1.2110),tensor(-0.5480),tensor(0.2082),tensor(0.5833),tensor(0.3902),tensor(1.0679),tensor(0.6681)
77,tensor(-0.2414),tensor(0.3326),tensor(-1.2822),tensor(0.4095),tensor(-0.2644),tensor(-1.6458),tensor(3.4010),tensor(0.9208),tensor(-1.6513),tensor(-0.6952),tensor(2.9050),tensor(-0.6210),tensor(-3.2815),tensor(0.0073),tensor(0.3756),tensor(0.8826),tensor(-1.5341),tensor(-1.1230),tensor(-0.3674),tensor(-1.9038),tensor(-0.8716),tensor(4.2063),tensor(2.0000),tensor(5.3295),tensor(1.5934),tensor(3.2116),tensor(-1.5718),tensor(-2.0298),tensor(4.1205),tensor(-2.0590),tensor(-0.7226),tensor(-0.8046),tensor(-1.7335),tensor(2.3243),tensor(0.1373),tensor(1.7402),tensor(-2.2549),tensor(2.9657),tensor(-0.8380),tensor(-0.0300),tensor(2.9376),tensor(0.1850),tensor(3.9072),tensor(-0.2671),tensor(-1.2933),tensor(2.8907),tensor(2.4041),tensor(-2.8269),tensor(-2.2116),tensor(1.3214),tensor(1.6836),tensor(-0.5338),tensor(3.8081),tensor(0.4206),tensor(1.1021),tensor(1.9893),tensor(-0.9734),tensor(0.3128),tensor(1.4284),tensor(-1.7320),tensor(3.0877),tensor(-0.5521),tensor(-1.8704),tensor(0.4711),tensor(3.7088),tensor(-2.3116),tensor(-1.5719),tensor(1.0694),tensor(3.7896),tensor(-1.1864),tensor(3.6121),tensor(0.6401),tensor(-0.6794),tensor(0.8520),tensor(0.1040),tensor(-0.4446),tensor(-1.4690),tensor(2.0861),tensor(0.4026),tensor(0.7880),tensor(-0.4302),tensor(0.7533),tensor(3.0041),tensor(-0.8531),tensor(-1.2555),tensor(0.4045),tensor(3.3120),tensor(3.4875),tensor(-2.5395),tensor(-0.1275),tensor(0.9715),tensor(0.7179),tensor(2.3807),tensor(1.4400),tensor(-2.6747),tensor(-1.1441),tensor(-1.6615),tensor(2.4314),tensor(0.3112),tensor(1.3648),tensor(1.6638),tensor(-4.7267),tensor(-0.0644),tensor(1.4693),tensor(-3.1288),tensor(3.0387),tensor(2.7614),tensor(0.3437),tensor(-0.8393),tensor(-0.6694),tensor(-1.0353),tensor(1.4626),tensor(-3.6923),tensor(-1.9603),tensor(-2.4564),tensor(2.0517),tensor(-3.6075),tensor(-0.6617),tensor(0.6780),tensor(-0.7251),tensor(1.2820),tensor(0.1389),tensor(1.0785),tensor(-0.0229),tensor(1.8155),tensor(2.3193),tensor(-2.4650),tensor(-2.5265)
78,tensor(-0.0476),tensor(0.9588),tensor(-0.2540),tensor(-0.4941),tensor(-0.8375),tensor(-0.0922),tensor(0.0464),tensor(-0.0551),tensor(0.2708),tensor(0.0600),tensor(0.2409),tensor(0.6137),tensor(-0.1710),tensor(-0.1297),tensor(-0.0275),tensor(0.6443),tensor(-1.0999),tensor(-0.5090),tensor(-0.0305),tensor(0.7729),tensor(0.0516),tensor(-0.8627),tensor(0.2872),tensor(0.9771),tensor(0.8214),tensor(0.6261),tensor(-0.2228),tensor(-0.2021),tensor(-0.8634),tensor(-0.3896),tensor(-0.5079),tensor(-0.5639),tensor(-1.3207),tensor(-0.5333),tensor(-1.0327),tensor(0.2866),tensor(-0.8730),tensor(1.2179),tensor(0.0382),tensor(1.3080),tensor(0.0546),tensor(0.0460),tensor(0.9935),tensor(0.1907),tensor(-0.1977),tensor(1.1467),tensor(-0.5560),tensor(-0.0812),tensor(-1.1139),tensor(0.1472),tensor(0.5808),tensor(0.4785),tensor(0.6705),tensor(-0.1348),tensor(-0.2013),tensor(0.0118),tensor(-1.0254),tensor(1.5899),tensor(-0.4038),tensor(-0.3790),tensor(1.1844),tensor(-0.0971),tensor(-0.7015),tensor(-1.1126),tensor(-0.3454),tensor(-0.2858),tensor(-0.6402),tensor(0.9355),tensor(1.2982),tensor(0.7755),tensor(0.6283),tensor(-0.9768),tensor(1.0338),tensor(0.5541),tensor(-0.0051),tensor(0.4177),tensor(-1.3941),tensor(0.7261),tensor(-0.5049),tensor(-0.1694),tensor(0.5554),tensor(0.4623),tensor(0.2807),tensor(0.2200),tensor(-0.6347),tensor(0.2072),tensor(-0.1642),tensor(0.7795),tensor(0.3176),tensor(0.7555),tensor(-0.4046),tensor(0.0097),tensor(-0.6381),tensor(0.3182),tensor(-0.1959),tensor(-0.5698),tensor(0.8380),tensor(0.0831),tensor(-0.0417),tensor(1.3619),tensor(-0.3640),tensor(-0.9451),tensor(-0.4765),tensor(0.6256),tensor(-0.7232),tensor(0.2474),tensor(-0.3793),tensor(0.1149),tensor(-0.7018),tensor(-0.1173),tensor(-0.2116),tensor(0.2848),tensor(-0.8462),tensor(-0.1680),tensor(0.1085),tensor(0.5425),tensor(0.7307),tensor(0.4762),tensor(-0.7202),tensor(0.0091),tensor(0.7047),tensor(0.4592),tensor(0.8577),tensor(-0.8998),tensor(0.5784),tensor(0.3552),tensor(-0.2337),tensor(-0.0407)
79,tensor(-1.0757),tensor(-0.6636),tensor(-0.9652),tensor(-1.3232),tensor(1.9701),tensor(-0.3095),tensor(-1.2004),tensor(-0.1864),tensor(-0.7242),tensor(-1.1721),tensor(-1.2896),tensor(1.6516),tensor(-0.7274),tensor(-0.3819),tensor(0.4827),tensor(0.3127),tensor(0.2623),tensor(0.1050),tensor(-0.7724),tensor(-1.6505),tensor(0.6000),tensor(-0.4865),tensor(-0.9559),tensor(-0.4409),tensor(-0.6066),tensor(-0.6329),tensor(0.2909),tensor(-1.3819),tensor(0.4280),tensor(1.7478),tensor(2.2254),tensor(-0.3634),tensor(-1.6621),tensor(-0.3328),tensor(0.6976),tensor(-0.0649),tensor(2.6772),tensor(-0.8714),tensor(-0.4656),tensor(-1.3566),tensor(0.2743),tensor(0.4377),tensor(0.4222),tensor(0.1608),tensor(1.4961),tensor(0.0243),tensor(0.2519),tensor(0.4349),tensor(1.5493),tensor(1.3908),tensor(-0.9334),tensor(-1.7677),tensor(-0.5509),tensor(-0.4009),tensor(-0.6847),tensor(-0.6220),tensor(0.6974),tensor(-1.1025),tensor(0.8522),tensor(-2.1576),tensor(-2.0338),tensor(2.1818),tensor(-0.7997),tensor(1.1422),tensor(-0.9992),tensor(0.8180),tensor(0.5315),tensor(-1.5540),tensor(-1.7561),tensor(-1.1604),tensor(-1.1236),tensor(-0.0981),tensor(-1.1541),tensor(0.5227),tensor(1.1684),tensor(-0.6529),tensor(1.9144),tensor(-0.1718),tensor(0.1394),tensor(0.5676),tensor(-0.6208),tensor(-0.4943),tensor(-1.3632),tensor(-2.1006),tensor(0.5887),tensor(-0.5227),tensor(-0.6715),tensor(-2.2350),tensor(-0.7986),tensor(-1.0124),tensor(0.0326),tensor(-0.0534),tensor(-1.1411),tensor(-0.3792),tensor(-0.6359),tensor(1.3088),tensor(1.6507),tensor(-0.5549),tensor(0.5786),tensor(-0.0801),tensor(-0.4845),tensor(2.0693),tensor(-0.5596),tensor(-0.1887),tensor(1.6468),tensor(-0.4206),tensor(1.0429),tensor(-1.1718),tensor(-0.4811),tensor(-2.3225),tensor(-0.6299),tensor(-1.8394),tensor(1.1789),tensor(-1.7928),tensor(1.1599),tensor(0.5641),tensor(0.1168),tensor(1.5279),tensor(0.6651),tensor(-1.6390),tensor(0.6602),tensor(-2.0754),tensor(0.0354),tensor(-1.5548),tensor(0.5081),tensor(-0.4882),tensor(-1.0292),tensor(1.5999)
80,tensor(-1.6078),tensor(0.0104),tensor(0.5339),tensor(0.4925),tensor(-2.3157),tensor(1.6414),tensor(0.6506),tensor(1.9374),tensor(-0.2415),tensor(0.1001),tensor(-0.8716),tensor(-0.1407),tensor(0.9667),tensor(0.7267),tensor(0.4247),tensor(-1.1108),tensor(2.5988),tensor(2.3493),tensor(1.5941),tensor(1.9771),tensor(1.1273),tensor(-2.4326),tensor(0.3210),tensor(-3.2265),tensor(-2.0391),tensor(-2.2775),tensor(2.4192),tensor(1.0514),tensor(-1.3747),tensor(-0.2945),tensor(1.0161),tensor(0.5992),tensor(-2.7422),tensor(-0.7138),tensor(-1.3163),tensor(0.3278),tensor(-0.2639),tensor(0.1478),tensor(-2.6843),tensor(-2.9519),tensor(-0.7632),tensor(1.7502),tensor(-4.2444),tensor(-0.9315),tensor(1.7952),tensor(-1.9289),tensor(-0.8148),tensor(2.6290),tensor(-0.2327),tensor(-2.5397),tensor(0.9096),tensor(0.7412),tensor(-2.1610),tensor(-1.8474),tensor(0.5155),tensor(0.1455),tensor(2.4371),tensor(-3.5767),tensor(-0.5932),tensor(1.9725),tensor(-3.8089),tensor(-1.8265),tensor(1.7673),tensor(-2.0970),tensor(-1.2294),tensor(1.4538),tensor(-0.1647),tensor(-1.8989),tensor(-0.2420),tensor(-2.3896),tensor(-0.9996),tensor(1.9495),tensor(0.1256),tensor(-0.4094),tensor(0.9594),tensor(-3.4673),tensor(-0.0980),tensor(-0.7810),tensor(-1.9273),tensor(0.6332),tensor(2.1596),tensor(-2.1840),tensor(-3.9233),tensor(0.5359),tensor(-1.0937),tensor(-0.8780),tensor(-1.7716),tensor(-0.4325),tensor(0.7466),tensor(-2.9805),tensor(-1.9564),tensor(-1.0184),tensor(-1.1399),tensor(-1.5574),tensor(1.7608),tensor(1.3184),tensor(1.0679),tensor(-1.1008),tensor(0.3902),tensor(-0.4791),tensor(-1.4524),tensor(0.6236),tensor(0.4689),tensor(-0.9660),tensor(1.3262),tensor(0.8061),tensor(-0.3480),tensor(1.2037),tensor(-2.3372),tensor(1.1056),tensor(1.8607),tensor(0.9699),tensor(2.8868),tensor(1.6995),tensor(0.7919),tensor(0.8559),tensor(1.4015),tensor(-1.1350),tensor(-0.4535),tensor(0.4934),tensor(2.0122),tensor(-3.7008),tensor(-0.7174),tensor(-1.1909),tensor(-0.4183),tensor(0.4640),tensor(0.6450),tensor(3.4873)
81,tensor(0.0906),tensor(0.8853),tensor(-0.7184),tensor(-0.2691),tensor(-0.3838),tensor(0.7069),tensor(0.4789),tensor(-1.9905),tensor(2.2340),tensor(-1.2629),tensor(-1.7855),tensor(-0.6979),tensor(1.2322),tensor(-0.5592),tensor(-0.7414),tensor(-0.3258),tensor(-2.3009),tensor(0.2093),tensor(1.2927),tensor(-0.0225),tensor(-1.4523),tensor(-0.9977),tensor(-0.6314),tensor(0.3000),tensor(0.2981),tensor(-0.0627),tensor(-0.1671),tensor(-0.3504),tensor(-0.6857),tensor(-0.5804),tensor(0.8305),tensor(1.8440),tensor(-0.0082),tensor(0.0340),tensor(1.1961),tensor(0.2713),tensor(-1.9504),tensor(-1.5702),tensor(-0.8614),tensor(-0.3780),tensor(-0.2269),tensor(0.0039),tensor(-0.0243),tensor(0.3534),tensor(-0.2258),tensor(-0.7082),tensor(-1.3235),tensor(1.4299),tensor(1.0180),tensor(0.1489),tensor(-1.0262),tensor(0.0520),tensor(-0.7002),tensor(-0.3443),tensor(-0.1235),tensor(0.1143),tensor(-1.6596),tensor(0.0928),tensor(-1.1676),tensor(-0.6449),tensor(1.4745),tensor(1.2267),tensor(1.4531),tensor(-0.4758),tensor(0.7166),tensor(2.3259),tensor(3.1592),tensor(-1.2790),tensor(-1.1784),tensor(-2.4815),tensor(-0.5508),tensor(0.6346),tensor(2.6894),tensor(-0.9317),tensor(-0.8712),tensor(1.4528),tensor(-0.5605),tensor(-0.8171),tensor(1.1390),tensor(1.6610),tensor(-0.8749),tensor(-1.0072),tensor(-0.1165),tensor(-0.3750),tensor(-0.2544),tensor(0.0009),tensor(-0.6032),tensor(-1.8202),tensor(-1.0738),tensor(0.7259),tensor(0.0716),tensor(0.3519),tensor(-0.7849),tensor(0.0419),tensor(-0.0815),tensor(-1.8945),tensor(0.0943),tensor(-0.8650),tensor(-0.9861),tensor(-0.0672),tensor(1.6679),tensor(-0.4345),tensor(-0.5157),tensor(0.8841),tensor(-0.0985),tensor(-1.0314),tensor(-1.0555),tensor(1.8376),tensor(0.3628),tensor(0.0720),tensor(3.1799),tensor(0.2219),tensor(-0.5476),tensor(1.0849),tensor(0.2088),tensor(-1.0966),tensor(1.7671),tensor(-0.0180),tensor(-1.2225),tensor(1.3083),tensor(-0.7662),tensor(-0.1043),tensor(-0.4867),tensor(1.0237),tensor(1.0679),tensor(-0.7704),tensor(1.3126),tensor(-1.5569)
82,tensor(0.8175),tensor(2.4036),tensor(-0.1210),tensor(-0.3300),tensor(4.6489),tensor(1.2555),tensor(-0.3260),tensor(0.0448),tensor(1.6175),tensor(-1.1183),tensor(0.3320),tensor(0.3978),tensor(-0.5837),tensor(-0.8411),tensor(-0.1692),tensor(-1.8343),tensor(1.0874),tensor(-4.0389),tensor(-1.2694),tensor(-3.0670),tensor(-0.3365),tensor(1.9218),tensor(-1.4827),tensor(-0.6243),tensor(-1.0789),tensor(1.3731),tensor(-1.3965),tensor(0.5793),tensor(0.9467),tensor(0.7025),tensor(0.9619),tensor(-0.6265),tensor(2.6315),tensor(-1.0260),tensor(1.6429),tensor(0.5403),tensor(4.4665),tensor(-3.1633),tensor(3.3873),tensor(1.0940),tensor(0.3362),tensor(-0.7635),tensor(1.0163),tensor(0.1723),tensor(-0.6603),tensor(2.0652),tensor(-0.7805),tensor(-1.0980),tensor(-0.5040),tensor(0.2185),tensor(-2.7961),tensor(2.2434),tensor(0.0463),tensor(2.9304),tensor(1.8026),tensor(-0.3238),tensor(-1.0286),tensor(0.4426),tensor(0.1924),tensor(-0.8641),tensor(0.1827),tensor(0.7981),tensor(-0.0206),tensor(-0.8896),tensor(-0.8669),tensor(-0.9288),tensor(0.1751),tensor(0.9823),tensor(-0.2619),tensor(1.2301),tensor(-0.3836),tensor(-1.4403),tensor(-1.5642),tensor(-1.4213),tensor(-0.5642),tensor(2.8202),tensor(3.8980),tensor(0.0478),tensor(3.1228),tensor(-0.3527),tensor(-2.8718),tensor(-1.3715),tensor(2.4541),tensor(-0.7843),tensor(-0.4811),tensor(0.9166),tensor(0.9809),tensor(-0.7396),tensor(0.3172),tensor(1.1620),tensor(2.0648),tensor(-1.9076),tensor(1.2650),tensor(0.9778),tensor(0.3385),tensor(-1.2330),tensor(-1.5030),tensor(-1.3659),tensor(1.5487),tensor(1.3843),tensor(-0.2158),tensor(2.6550),tensor(-0.2086),tensor(1.4848),tensor(1.1858),tensor(-1.2494),tensor(-2.3823),tensor(-0.0134),tensor(3.7395),tensor(-0.0183),tensor(0.4127),tensor(-1.0619),tensor(0.4727),tensor(0.3285),tensor(-0.6883),tensor(-1.6298),tensor(0.2118),tensor(3.7720),tensor(1.5948),tensor(-0.2026),tensor(-3.1298),tensor(2.8124),tensor(-0.1981),tensor(0.5632),tensor(2.6282),tensor(-1.4442),tensor(-1.5917),tensor(-1.3490)
83,tensor(-0.3448),tensor(3.2514),tensor(-0.8435),tensor(0.4769),tensor(1.3166),tensor(-4.4850),tensor(-1.9976),tensor(0.3148),tensor(1.9294),tensor(-0.2064),tensor(-3.3508),tensor(0.8792),tensor(-1.3389),tensor(1.5802),tensor(0.6884),tensor(4.9426),tensor(-2.1801),tensor(-1.5230),tensor(-0.7089),tensor(0.2521),tensor(-2.2346),tensor(-1.0420),tensor(-2.7439),tensor(0.9098),tensor(1.4734),tensor(-0.2461),tensor(-1.2345),tensor(2.4424),tensor(0.8326),tensor(1.3040),tensor(1.4521),tensor(-1.8225),tensor(0.1922),tensor(-2.2243),tensor(-0.6814),tensor(-0.7393),tensor(1.5377),tensor(-1.5392),tensor(3.4903),tensor(-1.4482),tensor(-0.8037),tensor(-0.8552),tensor(3.2500),tensor(1.5829),tensor(-0.1762),tensor(2.0483),tensor(-0.2136),tensor(1.5683),tensor(1.8431),tensor(2.8597),tensor(-0.2261),tensor(-0.1891),tensor(0.1558),tensor(0.2246),tensor(-1.0169),tensor(0.9772),tensor(-1.0981),tensor(5.8120),tensor(1.6333),tensor(-0.0342),tensor(-0.0410),tensor(2.4352),tensor(-0.9302),tensor(0.6750),tensor(-2.2289),tensor(-0.8779),tensor(0.5044),tensor(-0.4027),tensor(-0.1201),tensor(3.8368),tensor(1.6677),tensor(-2.3267),tensor(-0.6207),tensor(1.7260),tensor(-1.2558),tensor(1.5586),tensor(-0.4227),tensor(-3.8998),tensor(-1.1446),tensor(-1.4954),tensor(-2.6078),tensor(-2.0687),tensor(2.5325),tensor(-0.9231),tensor(1.5609),tensor(0.4627),tensor(0.1877),tensor(-1.3995),tensor(-0.3410),tensor(1.3176),tensor(3.0048),tensor(-0.6989),tensor(2.5424),tensor(2.4961),tensor(-2.0284),tensor(1.8360),tensor(1.1633),tensor(-0.0273),tensor(0.6999),tensor(0.5799),tensor(-2.4950),tensor(1.7694),tensor(1.3004),tensor(0.6637),tensor(2.9704),tensor(-0.8483),tensor(0.4104),tensor(-3.2981),tensor(0.9072),tensor(-1.1490),tensor(-1.2323),tensor(3.2731),tensor(3.3203),tensor(1.3831),tensor(2.2051),tensor(-3.2986),tensor(3.0032),tensor(-4.7038),tensor(0.3870),tensor(-0.0696),tensor(1.3528),tensor(1.7243),tensor(3.2607),tensor(0.4354),tensor(-2.0925),tensor(-3.7275),tensor(-1.8945),tensor(-4.1846)
