Sample,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F200,F201,F202,F203,F204,F205,F206,F207,F208,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F220,F221,F222,F223,F224,F225,F226,F227,F228,F229,F230,F231,F232,F233,F234,F235,F236,F237,F238,F239,F240,F241,F242,F243,F244,F245,F246,F247,F248,F249,F250
0,-0.342939049,-0.333563783,-0.335443,-2.958250231,-2.652850797,0.737245788,0.734560834,-0.595299808,-3.066834623,-2.977132248,-2.144355186,-1.931752016,0.657214741,-1.852091828,2.064574569,-1.721425168,-2.18956687,-1.207324646,-1.616332907,-0.739183127,0.082959513,-2.914485834,-1.921034068,-1.68965258,-1.12834194,-1.208469354,-1.34878367,0.77294209,-2.986733766,1.233599941,1.231122855,2.158805438,0.111973802,-1.167170079,-1.170007862,0.680453283,-1.151479763,0.211061988,-1.727117084,-1.857901178,-1.799273018,-0.047507891,-0.72895815,-0.319701913,-0.341580337,-0.342587084,-1.80180611,-1.731845258,1.67287836,1.647719413,1.637438007,0.685059883,1.147987797,1.52425176,1.509616304,1.158262625,0.485323019,0.586802255,0.540831921,0.48410705,0.327903906,0.416001368,2.152462136,-3.008403852,-1.185068811,-1.1598867,-1.936780256,-1.974742149,-1.170073451,-1.228307051,-2.0637288,-1.153921648,0.107760367,-1.177124494,-1.345073086,-1.33956827,-0.37314642,0.739008253,0.812438862,1.344282203,1.428774298,-1.586008622,-1.668254388,-2.839345374,-2.916503807,-2.955888743,-1.594667072,-3.063314496,-2.154900809,-1.105876457,-1.19920715,0.686646656,-1.670017675,-1.927686735,-3.001759109,1.538146451,0.169557933,-2.666753724,-3.078942926,-2.652538069,0.161060679,-2.654304672,0.404483422,-0.336470718,-1.199934619,-1.8596091,-1.716530192,-1.732988425,0.662603559,0.671524369,0.104094441,0.212464956,-0.744009801,-0.713885896,-2.179388865,-0.338483879,-0.333563783,-1.949170708,-2.06034637,-0.216656884,1.665428608,-1.987794541,-1.982826766,1.308181451,-1.944624972,0.144608716,-1.209327807,0.161048229,-3.031960869,-2.991555614,0.166385081,-2.628465672,-0.275557371,-2.774454895,1.414812537,1.433852512,1.388770372,-1.735812889,-1.709005561,-1.745213515,-1.909167267,-1.705505678,-1.17769435,-2.618214015,-3.071318868,1.524955841,0.161891219,2.055010729,-2.905829549,0.747825118,-1.849726516,-0.708361735,-0.739183127,-0.220877301,-0.217030412,-0.215442825,-0.217975179,-2.298683014,0.45031652,-1.845699539,-2.089840313,-1.99183432,0.084817811,0.075920241,0.061437811,-1.185332347,-1.347791964,-1.126243817,-2.188884602,-1.181455815,-1.22294581,-1.157259267,-1.172731066,-1.187741374,1.296481367,1.506288916,1.350960376,0.642551138,1.211535593,-1.79758306,0.087685338,0.076752174,-0.520536492,-0.388819591,1.424146927,-1.935230122,-2.004239401,1.335048629,1.473984103,-1.946245441,0.08077338,-0.720971184,1.459052245,1.473830479,-1.158342339,1.62804985,-1.357650325,-1.352114076,1.547964898,0.644691462,0.635752725,0.636561924,-1.716838758,-1.964286639,-0.825932073,-1.178499518,-1.186267115,-1.168586797,0.441365716,-1.770354881,-1.84676876,-0.218675433,-0.19869236,0.161453876,2.105708291,-0.350922424,-0.348202611,-0.333563783,-0.338483879,-0.341535068,-0.342094448,0.581376901,0.517135201,-0.360775463,-0.396117253,-0.402809658,1.463347614,-1.963346519,-1.595311784,-1.341759653,-1.938862469,-1.933192706,-1.966041274,-1.227120328,-2.187098856,-2.174502957,-2.173091077,-1.24823303,-2.165471262,-1.84180708,-1.202676701,-1.166837861,1.30773271,1.279789053,1.267470507,1.543321738,1.475724861,1.468914415,1.51749003,1.633633801
1,0.029314239,0.043552467,0.042350712,0.11325235,0.216311265,-0.262780011,-0.261032538,0.309320081,0.195063898,0.340280752,0.11877973,0.32362743,-0.703823494,0.337656692,0.228943816,0.599323593,0.289252593,0.256338409,0.111855499,-0.21135687,0.295526446,0.17646424,0.286797083,0.110676444,0.270828252,0.21905231,-1.241226255,-0.247762273,0.188243394,-0.710179133,-0.782541603,0.184323042,0.366131787,0.22885201,0.230158708,-0.246407456,0.234902553,0.303076503,0.603706643,0.633818375,0.618255384,0.109609335,-0.207888812,0.043626359,0.030959125,0.030295585,0.619722821,0.614665557,-0.798163093,-0.805303636,-0.791160121,-0.720686843,-0.780338592,-0.812421086,-0.803820914,-0.80462132,-0.066522031,-0.138181934,-0.167194363,-0.076864882,0.180395929,0.225560989,0.180139259,0.198970289,0.24468325,0.212662505,0.278940698,0.361956078,0.229254056,0.229015427,0.367561623,0.27645716,0.361848219,0.27207673,0.234323076,0.227931894,-0.134751931,-0.263377953,-0.257386854,-0.095433474,-0.133690531,0.087275551,0.104421013,0.053966773,0.078932506,0.114038063,0.101586138,0.167751025,0.114075414,0.230294309,0.223281609,-0.167880139,0.26961622,0.360952734,0.212299057,0.22222761,0.212579112,0.208865282,0.191939838,0.20424952,0.202865418,0.206164088,-0.412128689,0.040884443,0.218101544,0.631543744,0.626217096,0.595114904,-0.716120511,0.086339564,0.110450475,0.306828032,-0.218783678,-0.19949787,0.289972605,0.039403977,0.043552467,0.365841086,0.36713173,-0.462049816,-0.808285706,0.374946004,0.374819532,-0.707316699,0.363940943,0.323038114,0.250516884,0.203845103,0.209361651,0.205998977,0.209485509,0.217717487,0.24227958,0.231657282,-0.784458369,-0.790134441,-0.786288521,0.61724587,0.605990693,0.61547667,0.553991134,0.119148638,0.278050677,0.184277779,0.194457308,0.227084625,0.203916799,0.226319973,0.180037089,0.131859791,0.570314614,-0.223757081,-0.21135687,-0.46226463,-0.461784111,-0.459819347,-0.462354723,0.046098229,-0.126645371,0.3712703,0.365407835,0.369443068,0.331643277,0.329896799,0.32328129,0.273224331,0.229421028,0.255205755,0.128828077,0.175179475,0.17027275,0.208402927,0.22759352,0.241923201,-0.703726071,-0.830557832,-0.78777248,-0.787594157,-0.742187359,0.621419206,0.093641058,0.082701231,0.34250244,-0.147744635,-0.134896316,0.283179424,0.335016294,-0.105162426,-0.117598133,0.363892182,0.335025386,-0.202821427,-0.800754382,-0.818019738,0.277568267,-0.795256205,0.232028297,0.230334664,-0.814867692,-0.782378727,-0.7987477,-0.794113667,0.621011568,0.360216901,-0.283534158,0.224906477,0.24283968,0.211666315,-0.41200804,0.618716567,0.644217453,-0.463044332,-0.457185851,0.204276606,0.241817829,0.017516055,0.019865607,0.043552467,0.039403977,0.032223179,0.030388668,-0.148718473,-0.047369177,-0.13674438,-0.161052204,-0.163515017,-0.125426645,0.36975143,0.333608889,0.236338139,0.27829568,0.280801372,0.365126078,0.230073091,0.29015486,0.282888759,0.279737882,0.131140203,0.138800541,0.296828227,-1.260541805,0.231157232,-0.801159243,-0.801195535,-0.791953217,-0.80398913,-0.834004235,-0.830172333,-0.83393913,-0.79361837
2,1.129372811,1.157981745,1.158781981,-0.18345385,-0.087928991,-0.540127499,-0.537150735,0.057153311,-0.137139477,2.093593327,1.955576388,2.052738523,-0.824187419,2.016451123,-0.083585777,0.399024786,2.24192436,2.235127788,-0.183965864,-1.885715269,2.216517929,-0.138329136,1.964488472,-0.197493536,2.297451833,2.279930918,2.122664536,-0.530844761,-0.1351076,-0.837059003,-0.913983231,-0.126976621,2.260646154,2.250915731,2.258225489,-0.529466082,2.236389277,2.196501951,0.402538287,0.418763449,0.409603736,-0.103593746,-1.86081307,1.117310305,1.131863379,1.132214059,0.410725895,0.412143283,-0.929802743,-0.935983392,-0.920538691,-0.84500458,-0.887107616,-0.936902525,-0.927064523,-0.925361535,0.388413644,0.39074622,0.349361778,0.385594906,-0.065739082,-0.092211959,-0.130819931,-0.127680129,2.315603039,2.200727001,1.962627407,2.153411095,2.256105497,2.185747305,2.231536772,2.206081756,2.255839805,2.22709334,2.248432292,2.226870857,-0.445743919,-0.541380076,-0.554092674,-0.41149294,-0.435243865,-0.199147622,-0.199015379,-0.225526286,-0.210425716,-0.182515917,-0.188768742,-0.144368906,1.95561297,2.165666573,2.283680891,-0.458217753,1.756657564,2.115562983,-0.115032086,-0.086920954,-0.101254876,-0.096059656,-0.141178525,-0.098678571,-0.10209479,-0.097154347,0.119476629,1.156019737,2.265286163,0.416537729,0.424019644,0.39418134,-0.83804849,-0.129173088,-0.110024459,2.248580909,-1.884893994,-1.831227821,2.235193907,1.156113454,1.157981745,2.140669964,2.228184119,-0.307911954,-0.940067747,2.186366646,2.182334615,-0.838878021,2.133828018,2.275737371,2.224144052,-0.108352605,-0.120746191,-0.119651383,-0.104926584,-0.095285647,-0.07938988,-0.087104892,-0.906229253,-0.913273821,-0.906718816,0.414158457,0.406188372,0.411730605,0.341401258,-0.193185206,2.241895077,-0.123920488,-0.138140981,-0.077824013,-0.102654424,-0.085028035,-0.134238572,-0.094988754,0.361446098,-1.761008901,-1.885715269,-0.310642795,-0.308047768,-0.30631992,-0.308853397,-0.180406914,0.357383061,2.070934249,2.247750434,2.179741964,2.171500455,2.223058797,2.275083959,2.240861734,2.240746179,2.256161959,2.009920925,2.001566178,2.045910124,2.186491953,2.255889178,2.312716271,-0.834289294,-0.960280531,-0.906191448,-0.909909215,-0.862364067,0.412640351,-0.112947978,-0.123656655,0.101926545,-0.462233364,-0.435789288,1.968909146,2.112574843,-0.421330642,-0.424771083,2.134984224,2.230240596,-1.846484254,-0.92620044,-0.945244596,2.214655429,-0.92435285,2.259250119,2.24833665,-0.940742737,-0.904430782,-0.921435237,-0.916474079,0.419236762,2.142322728,-1.855158537,2.250969875,2.312824836,2.210889512,0.143528697,0.412520977,0.42922582,-0.309549693,-0.294819178,-0.10810972,-0.075523187,1.106301351,1.107556731,1.157981745,1.156113454,1.136729106,1.131126412,0.383938658,0.418002725,-0.42899892,-0.467700848,-0.475681277,-0.432057659,2.158446255,1.812436826,2.248791623,1.963074489,1.96317586,2.152340788,2.186631683,2.24159322,2.218680976,2.21193582,1.988138138,2.008984557,1.921938933,2.177980696,2.256078743,-0.917925957,-0.916417053,-0.911698429,-0.929037288,-0.962221582,-0.957798903,-0.964471326,-0.922925236
3,-0.352217546,-0.342963491,-0.344859593,-0.407170325,0.135572639,-0.729546209,-0.725729882,0.449261279,0.106904479,0.331880213,0.087199118,0.315342846,-0.29205217,0.329613187,0.146005383,0.222831962,0.278114835,0.245051679,-0.407015172,0.352689528,0.284569388,0.092925048,0.278758863,-0.429853701,0.259268684,0.207297356,0.216242027,-0.724180277,0.102433201,-0.276116417,-0.332872875,0.101711005,0.357054716,0.21731845,0.218590908,-0.722785302,0.223486362,0.292276677,0.225580565,0.229590406,0.226063336,0.221781047,0.348937,-0.328757952,-0.350865967,-0.351881268,0.226881772,0.233994586,-0.347816921,-0.358241309,-0.348549225,-0.295389319,-0.41507614,-0.38656353,-0.382198041,-0.391562689,-0.06248414,-0.081762931,-0.112095041,-0.07276021,0.115077148,0.141231086,0.097617576,0.112284501,0.232871022,0.201322872,0.270873752,0.353372789,0.217693187,0.217777592,0.358630873,0.265450859,0.352773652,0.260925597,0.222834887,0.216530234,-0.658140655,-0.73124588,-0.756732453,-0.627350588,-0.641194328,-0.415110693,-0.427806418,-0.436264052,-0.428601815,-0.406117619,-0.407696322,-0.379707333,0.08241329,0.219255225,0.211529388,-0.656508268,0.26249145,0.352545977,0.12543262,0.140186427,0.129294521,0.127944955,0.103537601,0.123859113,0.121935732,0.125670092,-0.048123077,-0.34587638,0.206424698,0.227407712,0.246156677,0.217430152,-0.298998477,0.199726401,0.226448099,0.295752553,0.342484163,0.350188149,0.278877343,-0.347902819,-0.342963491,0.357337457,0.358214983,-0.368203047,-0.357452406,0.366267055,0.366159296,-0.257238492,0.355460992,0.311900199,0.239259599,0.120994744,0.121758339,0.119578583,0.126047502,0.134653387,0.156915628,0.14706486,-0.367873765,-0.368868138,-0.374290143,0.235512636,0.230432282,0.232505401,0.154396598,-0.428684924,0.266849192,0.102488784,0.106193087,0.146168624,0.122559585,0.143695106,0.096635288,0.251210737,0.17771493,0.294101792,0.352689528,-0.369949743,-0.368181807,-0.366361289,-0.368895509,-0.351191792,-0.075015671,0.363126804,0.356389082,0.360769493,0.758130818,0.320826208,0.312148489,0.262001211,0.217948719,0.243792589,0.096485868,0.143777845,0.138024338,0.197120192,0.216024414,0.230111696,-0.257062412,-0.386769654,-0.382654958,-0.369147906,-0.331056518,0.228988055,0.202332948,0.191271506,0.217663057,-0.677018253,-0.641288748,0.27510269,0.326499586,-0.637262563,-0.634559548,0.355406457,0.325944957,0.350884457,-0.371596814,-0.382776804,0.266519402,-0.353609787,0.220465316,0.218824272,-0.384242535,-0.364832221,-0.379027181,-0.375512256,0.241745576,0.351678406,0.300455551,0.213350103,0.231032783,0.200263035,-0.03161589,0.231141048,0.240108453,-0.369589189,-0.358328974,0.121376193,0.15760255,-0.360105836,-0.357376794,-0.342963491,-0.347902819,-0.350851077,-0.351378673,-0.091901713,-0.043238657,-0.62859863,-0.677131231,-0.68888,-0.641476001,0.361181366,0.326523472,0.224859395,0.270223502,0.272740714,0.356563105,0.218836251,0.279024137,0.27184728,0.268716904,0.099212265,0.10664589,0.289041933,0.229262054,0.219607372,-0.401694168,-0.407016656,-0.382298545,-0.3761928,-0.395365942,-0.393555117,-0.38738162,-0.351252774
4,-0.194483102,-0.183168469,-0.184777511,0.519146432,0.350519181,-0.159102796,-0.157814853,-0.559860154,0.341607039,0.062262902,-0.246957895,0.049447141,-0.627073217,0.071454974,0.366808364,-0.169438131,-0.020377084,-0.057432666,0.516539125,1.402085834,-0.009079778,0.315327399,0.020770271,0.532252977,-0.050527757,-0.107735422,-0.075512903,-0.141941217,0.330881531,-0.877383173,-0.682230886,0.321645038,0.065723965,-0.091780955,-0.091426145,-0.140595319,-0.082467575,0.002841347,-0.168392473,-0.191578432,-0.182565167,-0.583012568,1.399527207,-0.174805294,-0.193010262,-0.193880137,-0.182422929,-0.162629999,-0.985762919,-0.447124707,-0.692423844,-0.641415411,-0.487047972,-0.471231068,-0.459537148,-0.974488626,0.239011692,0.234183486,0.19646116,0.233722017,0.288972182,0.365738511,0.317311064,0.343063883,-0.083696685,-0.102579299,0.011963225,0.077890088,-0.092138085,-0.083396393,0.071996319,-0.029517993,0.061523292,-0.037924763,-0.085048566,-0.089034243,-0.018007305,-0.159456023,-0.146473164,0.023213455,-0.020489122,0.479102451,0.519521997,0.436313278,0.474774554,0.519723908,0.498791614,0.59473109,-0.252606205,-0.076592235,-0.103430119,-0.058889047,0.033820251,0.082729115,0.356692935,0.358600702,0.351019061,0.343375228,0.338886603,0.337878608,0.337390922,0.339965366,-0.009278353,-0.185980125,-0.106514771,-0.193665337,-0.14983177,-0.176083064,-0.638372913,-0.613785322,-0.605795124,-0.001070268,1.40145536,1.387307362,-0.018475674,-0.187780846,-0.183168469,0.084411456,0.072029879,1.5710013,-0.721586994,0.08771412,0.088206942,-0.606914637,0.083294921,0.013404077,-0.062435633,0.341563248,0.3549804,0.349651421,0.348180474,0.355790926,0.38417595,0.372271177,-0.491123648,-0.493503139,-0.496183154,-0.162218731,-0.160865479,-0.166515886,-0.261944624,0.546421336,-0.033350614,0.320231672,0.341174656,0.361587381,0.339152963,0.363663294,0.318671871,-0.605091426,-0.231338293,1.25756719,1.402085834,2.489933269,2.53158492,2.528936761,2.526438346,0.355957265,0.214110645,0.101759361,0.066930056,0.082389056,0.039902292,0.029703418,0.013789423,-0.038778405,-0.089509152,-0.062080251,-0.28025717,-0.140534211,-0.203198725,-0.105257095,-0.094027626,-0.08643664,-0.569726973,-0.468174586,-0.502512213,-0.959677083,-0.665556463,-0.179889571,-0.577494136,-0.587683036,-0.486725825,-0.029687352,-0.021942802,0.015877996,0.053153827,0.013525327,-0.002287153,0.083055092,0.034506433,1.395588145,-0.945499834,-0.462614266,-0.029590203,-0.696735081,-0.089422573,-0.089654243,-0.469857951,-0.954091639,-0.971354659,-0.966260401,-0.15341515,0.077633385,1.386955962,-0.096360706,-0.085392053,-0.105344892,0.008977517,-0.17267745,-0.180936431,2.525618541,2.704222592,0.342077956,0.381804814,-0.203987836,-0.201415685,-0.183168469,-0.187780846,-0.192478938,-0.193546844,0.226272147,0.265173491,-0.027033685,-0.045938044,-0.046329576,-0.010319104,0.086123115,0.099115297,-0.082770958,0.011145036,0.014031975,0.08173246,-0.082311063,-0.01927924,-0.024064376,-0.026645318,-0.238619841,-0.233585078,0.039138986,-0.068965787,-0.089928885,-0.480405334,-0.666614936,-0.930120769,-0.461245798,-0.47582622,-0.473644665,-0.469294536,-0.694936814
5,-0.223432012,-0.212495555,-0.214157281,0.281781472,-3.829175161,-0.142041988,-0.140829664,2.741479933,-4.254943356,0.44988779,0.265586898,0.453813755,0.922429585,0.442605283,-3.915231539,0.853970435,0.416668547,0.246406087,0.279882034,-1.553807055,0.420875195,-4.040328576,0.391676718,0.285716993,0.403069718,0.29381382,0.399568632,-0.124527626,-4.1431824,0.692691018,-2.757891092,3.117323908,0.508771473,0.360795935,0.362494346,-0.123183196,0.307509533,0.426626509,0.859458972,0.907225185,0.883521485,-2.822605298,-1.533153748,-0.203060135,-0.221981427,-0.222877992,0.885427884,0.872139171,-0.688907513,-0.696844728,-0.683781146,0.495563412,1.765043595,-0.709106531,-0.701533708,0.459729153,0.802073104,0.824232226,0.772708234,0.806095818,0.454648296,0.57963489,3.109932261,-4.176652712,0.379815137,0.342387909,0.384195126,0.496836333,0.36151039,0.219126132,0.507901984,0.402369237,0.504448543,0.39964569,0.307387955,0.300446449,-0.083246949,-0.142354946,-0.128221544,-0.04308924,-0.083748733,0.249963913,0.276772884,0.212718831,0.243287976,0.282480724,0.26650771,0.345035146,0.261261501,0.356581434,0.35772701,-0.041487108,8.439352828,0.470640895,-4.172442547,-4.185176868,-3.960475288,-3.845725363,-4.270324066,-3.823789037,-3.852194219,-3.82706488,0.554188368,-0.215325791,0.292366284,0.904888372,0.883277752,0.850568734,0.566838264,2.229040131,2.302487756,0.433531505,-1.554620799,-1.507769848,0.4169024,-0.217167937,-0.212495555,0.476793199,0.507252033,0.495651005,-0.698911946,0.511329488,0.510908964,0.746515806,0.474584123,0.286060236,0.240610473,-3.94745166,-4.212575031,-4.156227815,-3.97125595,8.847032373,-4.023091377,0.586833414,1.413333538,1.432356892,1.387307656,0.875437964,0.860006334,0.874506132,0.824264038,0.296554261,0.406195669,3.088057931,-4.260839992,-4.119872973,-3.872564526,-3.902187436,-4.029820709,2.387265679,0.835856427,-1.503742175,-1.553807055,0.47980343,0.49342196,0.493914706,0.491391124,0.174753151,0.754071251,0.477523533,0.507131097,0.505742095,0.470167774,0.472434664,0.286320391,0.401616824,0.302384911,0.38577237,0.279175647,0.32242766,0.089215931,0.33747741,0.359944092,0.377046819,0.659258834,0.549124471,1.349522089,1.378422297,1.348984661,0.886847028,1.206430112,2.134381975,0.493783499,-0.09566054,-0.085063883,0.388561569,0.44613905,-0.052800182,-0.066725642,0.47461069,0.477717839,-1.520660826,2.130214051,0.535096459,0.403967293,-0.688111216,0.305568856,0.303540759,-0.7103965,1.378980347,1.373864785,1.372705944,0.877534899,0.471623927,-1.442308836,0.298405012,0.37791058,0.342119848,0.597809969,0.880860195,0.917543797,0.490659969,0.551642831,-3.949528218,-3.966157498,-0.232640081,-0.230039135,-0.212495555,-0.217167937,-0.221544883,-0.222513627,0.820480769,0.841151535,-0.048929727,-0.110266545,-0.111815558,-0.074643906,0.481570363,0.444951171,0.309342954,0.38361838,0.385973768,0.476852482,0.220184672,0.417490331,0.409203287,0.405817875,0.279561971,0.288276215,0.398420819,0.230597403,0.363287634,1.98256868,1.945694792,0.030022518,-0.700204221,0.529667713,0.527216337,0.554352679,-0.686298906
6,-0.593087321,-0.586979888,-0.589314347,-0.134794033,-0.069214739,-0.545814435,-0.542812465,0.103497474,-0.116705175,0.14866845,-0.089054836,0.134660008,-0.77764995,0.15418817,-0.064361637,0.484491454,0.09411907,0.058594912,-0.135451161,-0.699999518,0.036063303,-0.118965748,0.103449108,-0.146953659,0.068304609,0.013105509,0.036399063,-0.536649291,-0.11521782,-0.829867432,-0.906533098,-0.107828135,0.110244837,0.026784041,0.027490844,-0.535270123,0.034890875,0.04733663,0.488375988,0.510526492,0.498634527,-0.064410477,-0.690276147,-0.563852716,-0.591920913,-0.593158289,0.499904014,0.498558695,-0.922341387,-0.928576443,-0.913205492,-0.79693841,-0.88105593,-0.929846897,-0.920079055,-0.91851796,0.413986952,0.441993481,0.399410329,0.411591166,-0.050598967,-0.072665293,-0.111692389,-0.107587397,0.037733018,0.013992131,0.094937519,0.166175345,0.026707642,0.032128553,0.163855464,0.015827965,0.106031878,-0.000456956,0.033050012,0.028174817,-0.452120726,-0.547080435,-0.560176547,-0.417973655,-0.441427135,-0.152174221,-0.14925181,-0.179689424,-0.162970967,-0.133881065,-0.141150542,-0.093181237,-0.094295588,0.036889552,0.017382707,-0.464171047,0.107103602,0.169198614,-0.094897482,-0.067904786,-0.0819505,-0.077303289,-0.12068794,-0.080045033,-0.083336254,-0.078496799,0.215497294,-0.590047368,0.013523204,0.508279902,0.510296456,0.479918856,-0.790906296,-0.089565358,-0.069504742,0.044560703,-0.705019216,-0.675699885,0.018804406,-0.59241849,-0.586979888,0.171877355,0.163744987,-0.279539675,-0.93259832,0.17698331,0.177283661,-0.831421104,0.170517282,0.059292287,0.053289254,-0.08914888,-0.100440788,-0.099620166,-0.085586648,-0.076032379,-0.059603534,-0.067497377,-0.899327259,-0.906294261,-0.899892808,0.500815011,0.491443191,0.498668204,0.432112474,-0.141962455,0.004286377,-0.104962773,-0.117682387,-0.059068649,-0.083796792,-0.065876576,-0.114907028,-0.05329767,0.450569425,-0.672386717,-0.699999518,-0.282733643,-0.279749397,-0.278065158,-0.280598286,-0.143260071,0.381907168,0.185521034,0.159694373,0.171602965,0.083138726,0.074192509,0.059656563,-0.001068722,0.028426181,0.055247092,-0.033757085,-0.031477199,-0.041956665,0.010729417,0.024902784,0.034985632,-0.82688895,-0.952927827,-0.899479442,-0.902976378,-0.855552432,0.50172542,-0.074980264,-0.085731422,0.146140493,-0.468681871,-0.441959018,0.098952972,0.140754248,-0.427813587,-0.431069582,0.170336835,0.079043775,-0.682505918,-0.919090137,-0.93803347,0.015931124,-0.917035632,0.029444871,0.02867259,-0.933608119,-0.897512852,-0.914481287,-0.909538671,0.505333233,0.165457902,-0.789454023,0.022438814,0.035982847,0.011880835,0.24387195,0.500503778,0.520961856,-0.281295812,-0.264932216,-0.088894392,-0.056003089,-0.598507205,-0.595538582,-0.586979888,-0.59241849,-0.592694648,-0.59239716,0.435547215,0.444162684,-0.434991521,-0.473988596,-0.482082163,-0.438345046,0.174272347,0.171993881,0.035230536,0.09417315,0.096941601,0.16980875,0.033203653,0.018119989,0.089442035,0.08665034,-0.078980148,-0.022841758,0.119226578,0.045429071,0.028803679,-0.911307601,-0.909886279,-0.904911251,-0.921949538,-0.954954202,-0.950565009,-0.95707274,-0.915596102
7,0.583797203,0.605278965,0.605086311,-0.573325797,1.731096231,0.681251342,0.678814573,-1.740727604,1.849074729,0.425886249,0.056898802,0.327966974,3.118340271,0.419623839,1.481259231,0.013329052,0.297271779,0.212997368,-0.572675136,1.606235727,0.551921614,1.743792244,0.860572897,-0.60242889,1.270962134,0.173913285,0.185324713,0.71578979,1.798179012,3.392355637,3.467493067,1.431710092,0.630663568,1.129853709,1.133835282,0.717063389,0.191064377,0.332884022,0.015168149,0.004653306,0.007823756,-1.522642725,1.586436046,0.58481523,0.585868354,0.58571603,0.008281049,0.022166037,3.346620555,3.30925697,3.282431519,2.979401612,2.772216984,3.14175451,2.576147535,3.023625626,0.676449841,0.589623205,0.543586887,0.678394891,1.405880087,1.807724017,1.426162024,1.825333443,1.3276283,1.098514652,0.85476693,0.366452087,1.132389092,0.18586214,0.372239635,1.366521157,0.39166465,0.828295237,0.190208432,0.184149521,0.923798082,0.682881642,1.184491112,0.980365151,0.892732331,-0.57550767,-0.597730797,-0.592780165,-0.590642419,-0.572187848,-0.570295055,-0.554494494,0.052034766,1.092667577,1.300725176,0.820366818,0.342221022,0.44662159,1.842051479,2.160246812,1.77513041,1.727059214,1.850506309,1.712501335,1.721234959,1.716359392,-0.372847508,0.602966808,0.173262456,0.00252177,0.034667875,0.007263317,3.155709867,4.278546038,2.170202795,0.337396352,1.589855248,1.571819598,0.297961193,0.602279807,0.605278965,0.452497116,0.371802406,-0.211746297,3.340981246,0.37949212,0.379355847,3.546588157,0.45035569,0.35377876,0.20728891,1.758249508,1.852939008,1.827382932,1.774915135,1.471930399,1.531218716,1.818745579,3.076467455,3.114181591,3.03213195,0.023092978,0.021448673,0.019396826,-0.067962178,-0.603591877,1.387445779,1.419237441,1.850434382,2.13852419,1.730307441,1.47390074,1.744787436,2.840145296,-0.040751484,1.445000057,1.606235727,-0.216046871,-0.212132617,-0.210552578,-0.213084871,-0.478034672,0.539377751,0.454256402,0.370131944,0.373986368,0.36060749,0.359700171,0.354007821,0.281304978,0.185367363,1.725678019,0.065454828,0.113649254,0.107083294,0.297310875,1.288249155,1.324801987,3.517906251,2.727100303,2.966875887,3.09058551,3.074031287,0.010615423,-1.597038949,3.434250746,-1.613314567,0.922707537,0.889278819,0.859704373,0.4218056,0.971006361,0.927952694,0.450365761,0.364861081,1.581449723,2.639616466,2.671134857,1.371847942,3.269458815,0.18762645,0.186134757,3.183576069,3.087462057,3.091241938,3.085504024,0.030698842,0.447228228,1.5983241,0.180530003,1.325295983,0.301524168,-0.370958527,0.015470386,0.015237554,-0.213785338,-0.193519617,1.759620125,1.513412758,0.566316741,0.568114777,0.605278965,0.602279807,0.588947826,0.585213968,0.584217739,0.712646473,0.858027384,0.882714,0.899031967,0.91827955,0.457084465,0.405812672,0.19225976,0.854495414,0.856178821,0.452386846,0.186923625,0.298168981,0.290838625,0.287672987,0.068578702,0.075794806,0.852621279,0.197658805,1.13343232,3.08405226,3.032602232,3.192362667,3.16818839,2.682369491,2.669999289,2.745919536,3.277715638
